Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency,index_A,index_B,normalized_index_A,normalized_index_B,largest_index,smallest_index,avg_index,atomic_weight_weighted_A+B,atomic_weight_A/B,atomic_weight_A-B,period_A,period_B,group_A,group_B,group_A-B,Mendeleev_number_A,Mendeleev_number_B,Mendeleev_number_A-B,valencee_total_A,valencee_total_B,valencee_total_A-B,valencee_total_A+B,valencee_total_weighted_A+B,valencee_total_weighted_norm_A+B,unpaired_electrons_A,unpaired_electrons_B,unpaired_electrons_A-B,unpaired_electrons_A+B,unpaired_electrons_weighted_A+B,unpaired_electrons_weighted_norm_A+B,Gilman_A,Gilman_B,Gilman_A-B,Gilman_A+B,Gilman_weighted_A+B,Gilman_weighted_norm_A+B,Z_eff_A,Z_eff_B,Z_eff_A-B,Z_eff_A/B,Z_eff_max,Z_eff_min,Z_eff_avg,Z_eff_weighted_norm_A+B,ionization_energy_A,ionization_energy_B,ionization_energy_A-B,ionization_energy_A/B,ionization_energy_max,ionization_energy_min,ionization_energy_avg,ionization_energy_weighted_norm_A+B,coordination_number_A,coordination_number_B,coordination_number_A-B,ratio_closest_A,ratio_closest_B,ratio_closest_max,ratio_closest_min,ratio_closest_avg,polyhedron_distortion_A,polyhedron_distortion_B,polyhedron_distortion_max,polyhedron_distortion_min,polyhedron_distortion_avg,CIF_radius_A,CIF_radius_B,CIF_radius_A/B,CIF_radius_A-B,CIF_radius_avg,CIF_radius_weighted_norm_A+B,Pauling_radius_CN12_A,Pauling_radius_CN12_B,Pauling_radius_CN12_A/B,Pauling_radius_CN12_A-B,Pauling_radius_CN12_avg,Pauling_radius_CN12_weighted_norm_A+B,Pauling_EN_A,Pauling_EN_B,Pauling_EN_A-B,Pauling_EN_A/B,Pauling_EN_max,Pauling_EN_min,Pauling_EN_avg,Pauling_EN_weighted_norm_A+B,Martynov_Batsanov_EN_A,Martynov_Batsanov_EN_B,Martynov_Batsanov_EN_A-B,Martynov_Batsanov_EN_A/B,Martynov_Batsanov_EN_max,Martynov_Batsanov_EN_min,Martynov_Batsanov_EN_avg,Martynov_Batsanov_EN_weighted_norm_A+B,melting_point_K_A,melting_point_K_B,melting_point_K_A-B,melting_point_K_A/B,melting_point_K_max,melting_point_K_min,melting_point_K_avg,melting_point_K_weighted_norm_A+B,density_A,density_B,density_A-B,density_A/B,density_max,density_min,density_avg,density_weighted_norm_A+B,specific_heat_A,specific_heat_B,specific_heat_A-B,specific_heat_A/B,specific_heat_max,specific_heat_min,specific_heat_avg,specific_heat_weighted_norm_A+B,cohesive_energy_A,cohesive_energy_B,cohesive_energy_A-B,cohesive_energy_A/B,cohesive_energy_max,cohesive_energy_min,cohesive_energy_avg,cohesive_energy_weighted_norm_A+B,bulk_modulus_A,bulk_modulus_B,bulk_modulus_A-B,bulk_modulus_A/B,bulk_modulus_max,bulk_modulus_min,bulk_modulus_avg,bulk_modulus_weighted_norm_A+B
1129088,FePt,CuAu,Fe,Pt,2.728,2.728,2.685,1.242,1.387,0.895,1.098,0.983,1.021,1.364,1.321,0.098,-0.048,0,0.032,0,0.012,2.728,2.685,1.098,1.021,1,1,0.098,0.048,0.73,1,1,2,1,1,1,1,8,8,8,8,12,12,12,12,1.016,1.016,1.016,1.016,4,4,4,4,1.016,1.016,1.016,1.016,0,8,0,8,8,0,8,0,12,6,6,46.339,0,30,20,1.976,1.868,32.297,0.697,12,6,6,46.339,0,30,20,1.976,1.868,32.297,0.697,12,6,6,46.339,0,30,20,1.976,1.868,32.297,0.697,1,1,0.5,0.5,1,1,1,55.847,0.286,-139.237,4,6,8,10,-2,55,63,-8,8,10,-2,18,8,4,4,1,3,5,4,2,5,3,2,8,5,2.5,3.048,4.883,-1.835,0.624,4.883,3.048,3.965,1.524,7.902,8.959,-1.056,0.882,8.959,7.902,8.431,3.951,14,12,2,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.387,0.895,-0.145,1.314,0.621,1.26,1.385,0.91,-0.125,1.322,0.63,1.83,2.28,-0.45,0.803,2.28,1.83,2.055,0.915,1.67,1.91,-0.24,0.874,1.91,1.67,1.79,0.835,1808.15,2045.15,-237,0.884,2045.15,1808.15,1926.65,904.075,7.86,21.4,-13.54,0.367,21.4,7.86,14.63,3.93,0.44,0.13,0.31,3.385,0.44,0.13,0.285,0.22,4.28,5.84,-1.56,0.733,5.84,4.28,5.06,2.14,166,276,-110,0.601,276,166,221,83
1949670,HoNi,FeB-b,Ho,Ni,3.538,2.533,2.837,1.745,1.246,1.4,1.014,1.016,0.949,1.571,1.266,-0.1,0.016,0.112,0,0,0.01,2.533,2.837,1.016,0.949,1,1,0.1,0.016,0.632,4,4,2,1,1,4,4,1,2,1,2,7,2,7,2,1.006,1.12,1.006,1.12,1,1,1,1,1.247,1,1.247,1,0,0,0,0,1,2,1,2,11.75,7.25,4.5,68.032,0.128,29.25,19.5,2.092,2.162,44.202,0.607,8,3.5,4.5,37.189,0.103,18,12,1.586,1.858,18.281,0.462,8,8.5,4.5,78.314,0.204,33,22,2.262,2.264,52.842,0.656,1,1,0.5,0.5,1,1,1,164.93,2.81,106.237,6,4,3,10,-7,33,61,-28,13,10,3,23,13,6.5,3,2,1,5,3,1.5,3,3,0,6,3,1.5,3.994,2.996,0.998,1.333,3.994,2.996,3.495,1.997,6.022,7.64,-1.618,0.788,7.64,6.022,6.831,3.011,12,12,0,0.5,1,1,0.5,0.75,0.975,1,1,0.975,0.988,1.745,1.246,1.4,0.499,1.496,0.872,1.761,1.244,1.416,0.517,1.502,0.88,1.23,1.91,-0.68,0.644,1.91,1.23,1.57,0.615,1.2,1.76,-0.56,0.682,1.76,1.2,1.48,0.6,1747.15,1726.15,21,1.012,1747.15,1726.15,1736.65,873.575,8.8,8.9,-0.1,0.989,8.9,8.8,8.85,4.4,0.16,0.44,-0.28,0.364,0.44,0.16,0.3,0.08,3.14,4.44,-1.3,0.707,4.44,3.14,3.79,1.57,40.2,177,-136.8,0.227,177,40.2,108.6,20.1
453568,ScCo,CsCl,Co,Sc,3.16,3.16,2.737,1.25,1.641,0.762,1.264,0.963,0.947,1.58,1.157,0.264,-0.295,0,0.268,0,0.157,3.16,2.737,1.264,0.947,1,1,0.295,0.264,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,6,6,6,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,63.109,0,36,24,2.355,2.234,54.732,0.867,14,7,7,63.109,0,36,24,2.355,2.234,54.732,0.867,14,7,7,63.109,0,36,24,2.355,2.234,54.732,0.867,1,1,0.5,0.5,1,1,1,44.956,0.763,-13.977,4,4,3,9,-6,11,58,-47,3,9,-6,12,3,1.5,1,3,-2,4,1,0.5,1,4,-3,5,1,0.5,2.777,3.046,-0.269,0.912,3.046,2.777,2.912,1.388,6.562,7.881,-1.32,0.833,7.881,6.562,7.221,3.281,12,12,0,0.5,0.5,0.5,0.5,0.5,0.984,0.996,0.996,0.984,0.99,1.641,1.25,1.313,0.391,1.446,0.82,1.62,1.252,1.294,0.368,1.436,0.81,1.36,1.88,-0.52,0.723,1.88,1.36,1.62,0.68,1.5,1.72,-0.22,0.872,1.72,1.5,1.61,0.75,1814.15,1768.15,46,1.026,1814.15,1768.15,1791.15,907.075,2.99,8.9,-5.91,0.336,8.9,2.99,5.945,1.495,0.6,0.42,0.18,1.429,0.6,0.42,0.51,0.3,3.9,4.39,-0.49,0.888,4.39,3.9,4.145,1.95,56.6,182,-125.4,0.311,182,56.6,119.3,28.3
534281,YGe,TlI,Y,Ge,3.453,3.029,2.764,1.783,1.225,1.456,0.968,1.236,0.919,1.249,1.514,-0.299,0.236,0.276,0,0,0.145,3.029,2.764,1.236,0.919,1,1,0.299,0.236,0.509,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.053,1.053,1.053,1.053,4,4,4,4,1.249,1.096,1.249,1.096,0,1,0,1,1,0,1,0,13,8.5,4.5,89.344,0.355,33,22,2.208,2.353,51.912,0.528,13,8.5,4.5,89.344,0.355,33,22,2.208,2.353,51.912,0.528,13,8.5,4.5,89.344,0.355,33,22,2.208,2.353,51.912,0.528,1,1,0.5,0.5,1,1,1,88.906,1.224,16.276,5,4,3,14,-11,12,79,-67,3,14,-11,17,3,1.5,1,2,-1,3,1,0.5,1,4,-3,5,1,0.5,3.379,3.046,0.333,1.109,3.379,3.046,3.212,1.69,6.217,7.899,-1.682,0.787,7.899,6.217,7.058,3.109,12,4,8,0.5,1,1,0.5,0.75,0.975,1,1,0.975,0.988,1.783,1.225,1.456,0.558,1.504,0.892,1.797,1.366,1.316,0.431,1.582,0.898,1.22,2.01,-0.79,0.607,2.01,1.22,1.615,0.61,1.41,1.99,-0.58,0.709,1.99,1.41,1.7,0.705,1796.15,1220.55,575.6,1.472,1796.15,1220.55,1508.35,898.075,4.47,5.32,-0.85,0.84,5.32,4.47,4.895,2.235,0.3,0.32,-0.02,0.938,0.32,0.3,0.31,0.15,4.37,3.85,0.52,1.135,4.37,3.85,4.11,2.185,41.2,77.2,-36,0.534,77.2,41.2,59.2,20.6
526691,SmGa,TlI,Sm,Ga,3.574,3.139,2.852,1.793,1.243,1.442,0.997,1.263,0.939,1.283,1.57,-0.285,0.263,0.282,0,0,0.15,3.139,2.852,1.263,0.939,1,1,0.285,0.263,0.533,4,4,2,1,1,4,4,1,1,1,1,5,5,5,5,1.028,1.028,1.028,1.028,4,4,4,4,1.253,1.101,1.253,1.101,0,1,0,1,1,0,1,0,13,8.5,4.5,93.849,0.366,33,22,2.266,2.404,55.592,0.544,13,8.5,4.5,93.849,0.366,33,22,2.266,2.404,55.592,0.544,13,8.5,4.5,93.849,0.366,33,22,2.266,2.404,55.592,0.544,1,1,0.5,0.5,1,1,1,150.36,2.157,80.637,6,4,3,13,-10,23,74,-51,8,13,-5,21,8,4,6,1,5,7,6,3,3,3,0,6,3,1.5,3.847,2.655,1.192,1.449,3.847,2.655,3.251,1.924,5.644,5.999,-0.356,0.941,5.999,5.644,5.822,2.822,12,7,5,0.5,0.143,0.5,0.143,0.321,0.99,0.897,0.99,0.897,0.944,1.793,1.243,1.442,0.55,1.518,0.896,1.85,1.408,1.314,0.442,1.629,0.925,1.17,1.81,-0.64,0.646,1.81,1.17,1.49,0.585,1.2,1.7,-0.5,0.706,1.7,1.2,1.45,0.6,1347.15,302.95,1044.2,4.447,1347.15,302.95,825.05,673.575,7.52,5.9,1.62,1.275,7.52,5.9,6.71,3.76,0.2,0.37,-0.17,0.541,0.37,0.2,0.285,0.1,2.14,2.81,-0.67,0.762,2.81,2.14,2.475,1.07,37.8,56.9,-19.1,0.664,56.9,37.8,47.35,18.9
451425,GdNi,FeB-b,Gd,Ni,3.578,2.532,2.778,1.787,1.246,1.434,1.001,1.016,0.916,1.512,1.266,-0.154,0.016,0.155,0,0,0.024,2.532,2.778,1.016,0.916,1,1,0.154,0.016,0.561,4,4,2,1,1,4,4,1,2,1,2,2,2,2,2,1.013,1.097,1.013,1.097,1,1,1,1,1.288,1,1.288,1,0,0,0,0,1,2,1,2,12.75,8.25,4.5,79.231,0.079,32.25,21.5,2.166,2.231,45.746,0.571,12,7.5,4.5,71.053,0.078,30,20,2.056,2.126,37.642,0.538,12,8.5,4.5,81.956,0.083,33,22,2.203,2.266,48.447,0.582,1,1,0.5,0.5,1,1,1,157.25,2.679,98.557,6,4,3,10,-7,27,61,-34,10,10,0,20,10,5,7,2,5,9,7,3.5,3,3,0,6,3,1.5,4.034,2.996,1.038,1.346,4.034,2.996,3.515,2.017,6.15,7.64,-1.49,0.805,7.64,6.15,6.895,3.075,12,12,0,0.5,1,1,0.5,0.75,0.983,1,1,0.983,0.992,1.787,1.246,1.434,0.541,1.516,0.894,1.795,1.244,1.443,0.551,1.519,0.898,1.2,1.91,-0.71,0.628,1.91,1.2,1.555,0.6,1.1,1.76,-0.66,0.625,1.76,1.1,1.43,0.55,1586.15,1726.15,-140,0.919,1726.15,1586.15,1656.15,793.075,7.9,8.9,-1,0.888,8.9,7.9,8.4,3.95,0.23,0.44,-0.21,0.523,0.44,0.23,0.335,0.115,4.14,4.44,-0.3,0.932,4.44,4.14,4.29,2.07,37.9,177,-139.1,0.214,177,37.9,107.45,18.95
1720546,FeSi,FeSi,Fe,Si,2.744,2.772,2.278,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.906,0.105,-0.23,0,0.346,0,0.064,2.744,2.278,1.105,0.942,1,1,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.022,1.022,1.022,1.022,3,3,3,3,1.205,1.217,1.205,1.217,0,1,0,1,1,0,1,0,13,6.5,6.5,41.216,0.107,33,22,1.772,1.862,23.436,0.57,13,6.5,6.5,41.216,0.107,33,22,1.772,1.862,23.436,0.57,13,6.5,6.5,41.216,0.107,33,22,1.772,1.862,23.436,0.57,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
453554,DyGe,TlI,Dy,Ge,3.571,2.467,2.992,1.752,1.225,1.43,1.019,1.007,1.005,1.758,1.234,0.004,0.007,0.015,0,0,0,2.467,2.992,1.007,1.005,1,1,0.007,0.004,0.687,4,4,2,1,1,4,4,4,2,4,2,7,2,7,2,1.032,1.213,1.032,1.213,2,4,2,4,1.194,1,1.194,1,0,0,0,0,4,2,4,2,13,8.5,4.5,89.132,0.104,33,22,2.368,2.44,60.468,0.663,13,8.5,4.5,89.132,0.104,33,22,2.368,2.44,60.468,0.663,13,8.5,4.5,89.132,0.104,33,22,2.368,2.44,60.468,0.663,1,1,0.5,0.5,1,1,1,162.5,2.237,89.87,6,4,3,14,-11,31,79,-48,12,14,-2,26,12,6,4,2,2,6,4,2,3,4,-1,7,3,1.5,3.963,3.046,0.917,1.301,3.963,3.046,3.504,1.982,5.939,7.899,-1.96,0.752,7.899,5.939,6.919,2.969,12,4,8,0.5,1,1,0.5,0.75,0.976,1,1,0.976,0.988,1.752,1.225,1.43,0.527,1.489,0.876,1.77,1.366,1.296,0.404,1.568,0.885,1.22,2.01,-0.79,0.607,2.01,1.22,1.615,0.61,1.15,1.99,-0.84,0.578,1.99,1.15,1.57,0.575,1685.15,1220.55,464.6,1.381,1685.15,1220.55,1452.85,842.575,8.55,5.32,3.23,1.607,8.55,5.32,6.935,4.275,0.17,0.32,-0.15,0.531,0.32,0.17,0.245,0.085,3.04,3.85,-0.81,0.79,3.85,3.04,3.445,1.52,40.5,77.2,-36.7,0.525,77.2,40.5,58.85,20.25
1720552,FeSi,FeSi,Fe,Si,2.744,2.772,2.278,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.906,0.105,-0.23,0,0.346,0,0.064,2.744,2.278,1.105,0.942,1,1,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.023,1.023,1.023,1.023,3,3,3,3,1.205,1.217,1.205,1.217,0,1,0,1,1,0,1,0,13,6.5,6.5,41.209,0.107,33,22,1.773,1.862,23.442,0.57,13,6.5,6.5,41.209,0.107,33,22,1.773,1.862,23.442,0.57,13,6.5,6.5,41.209,0.107,33,22,1.773,1.862,23.442,0.57,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
451357,CePt,TlI,Ce,Pt,3.682,3.268,2.828,1.819,1.387,1.311,1.012,1.178,0.882,1.194,1.634,-0.344,0.178,0.351,0,0,0.15,3.268,2.828,1.178,0.882,1,1,0.344,0.178,0.525,4,4,2,1,1,4,4,1,1,1,1,1,1,1,1,1.063,1.063,1.063,1.063,4,4,4,4,1.302,1.156,1.302,1.156,0,1,0,1,1,0,1,0,12.75,8.25,4.5,93.791,0.363,32.25,21.5,2.155,2.283,47.463,0.468,12,7.5,4.5,84.601,0.363,30,20,1.998,2.128,35.282,0.408,12,8.5,4.5,96.854,0.366,33,22,2.207,2.334,51.524,0.488,1,1,0.5,0.5,1,1,1,140.115,0.718,-54.969,6,6,3,10,-7,15,63,-48,4,10,-6,14,4,2,1,1,0,2,1,0.5,3,3,0,6,3,1.5,3.774,4.883,-1.109,0.773,4.883,3.774,4.328,1.887,5.539,8.959,-3.42,0.618,8.959,5.539,7.249,2.769,12,12,0,0.5,1,1,0.5,0.75,0.99,1,1,0.99,0.995,1.819,1.387,1.311,0.432,1.603,0.91,1.818,1.385,1.313,0.433,1.602,0.909,1.12,2.28,-1.16,0.491,2.28,1.12,1.7,0.56,1.1,1.91,-0.81,0.576,1.91,1.1,1.505,0.55,1071.15,2045.15,-974,0.524,2045.15,1071.15,1558.15,535.575,6.66,21.4,-14.74,0.311,21.4,6.66,14.03,3.33,0.19,0.13,0.06,1.462,0.19,0.13,0.16,0.095,4.32,5.84,-1.52,0.74,5.84,4.32,5.08,2.16,21.5,276,-254.5,0.078,276,21.5,148.75,10.75
1350524,TmNi,FeB-b,Ni,Tm,2.423,3.503,2.776,1.246,1.726,0.722,0.972,1.015,0.934,1.212,1.564,-0.028,-0.094,0,0.107,0,0.01,2.423,2.776,0.972,0.934,1,1,0.094,0.028,0.612,4,4,2,1,1,4,4,2,1,2,1,2,4,2,4,1.146,1.009,1.146,1.009,1,1,1,1,1,1.262,1,1.262,2,1,2,1,0,0,0,0,11.75,4.5,7.25,66.712,0.102,29.25,19.5,2.037,2.15,40.334,0.575,8,4.5,3.5,36.206,0.078,18,12,1.558,1.836,17.371,0.45,8,4.5,8.5,76.881,0.175,33,22,2.197,2.254,47.988,0.616,1,1,0.5,0.5,1,1,1,168.934,2.878,110.241,6,4,3,10,-7,37,61,-24,15,10,5,25,15,7.5,1,2,-1,3,1,0.5,3,3,0,6,3,1.5,3.921,2.996,0.925,1.309,3.921,2.996,3.458,1.96,6.184,7.64,-1.455,0.809,7.64,6.184,6.912,3.092,12,12,0,0.5,1,1,0.5,0.75,0.974,1,1,0.974,0.987,1.726,1.246,1.385,0.48,1.486,0.863,1.743,1.244,1.401,0.499,1.494,0.872,1.25,1.91,-0.66,0.654,1.91,1.25,1.58,0.625,1.2,1.76,-0.56,0.682,1.76,1.2,1.48,0.6,1818.15,1726.15,92,1.053,1818.15,1726.15,1772.15,909.075,9.32,8.9,0.42,1.047,9.32,8.9,9.11,4.66,0.16,0.44,-0.28,0.364,0.44,0.16,0.3,0.08,2.42,4.44,-2.02,0.545,4.44,2.42,3.43,1.21,44.5,177,-132.5,0.251,177,44.5,110.75,22.25
1042761,CeSi,FeB-b,Ce,Si,3.764,2.45,3.081,1.819,1.176,1.547,1.035,1.042,1.029,1.856,1.225,0.02,0.042,0.014,0,0,0.002,2.45,3.081,1.042,1.029,1,1,0.042,0.02,0.703,4,4,2,1,1,4,4,2,2,2,2,5,2,5,2,1.007,1.258,1.007,1.258,2,2,2,2,1.222,1,1.222,1,0,0,0,0,2,2,2,2,13,8.5,4.5,98.155,0.088,33,22,2.432,2.517,66.33,0.65,13,8.5,4.5,98.155,0.088,33,22,2.432,2.517,66.33,0.65,13,8.5,4.5,98.155,0.088,33,22,2.432,2.517,66.33,0.65,1,1,0.5,0.5,1,1,1,140.115,4.989,112.03,6,3,3,14,-11,15,78,-63,4,4,0,8,4,2,1,2,-1,3,1,0.5,3,4,-1,7,3,1.5,3.774,2.321,1.453,1.626,3.774,2.321,3.048,1.887,5.539,8.152,-2.613,0.679,8.152,5.539,6.845,2.769,12,4,8,0.5,1,1,0.5,0.75,0.99,1,1,0.99,0.995,1.819,1.176,1.547,0.643,1.498,0.91,1.818,1.316,1.381,0.502,1.567,0.909,1.12,1.9,-0.78,0.589,1.9,1.12,1.51,0.56,1.1,1.98,-0.88,0.556,1.98,1.1,1.54,0.55,1071.15,1683.15,-612,0.636,1683.15,1071.15,1377.15,535.575,6.66,2.33,4.33,2.858,6.66,2.33,4.495,3.33,0.19,0.71,-0.52,0.268,0.71,0.19,0.45,0.095,4.32,4.63,-0.31,0.933,4.63,4.32,4.475,2.16,21.5,98,-76.5,0.219,98,21.5,59.75,10.75
532747,ThGe,NaCl,Th,Ge,4.278,4.278,3.025,1.798,1.225,1.468,1.19,1.746,1.001,2.139,0.886,0.19,-0.277,0,0.586,0,0.113,4.278,3.025,1.19,1.001,1,1,0.277,0.19,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,92.269,0,18.75,12.5,2.287,2.471,64.871,0.654,6,3,3,36.908,0,12,8,1.746,2.139,22.314,0.605,6,9,3,110.723,0,21,14,2.468,2.582,79.057,0.67,1,1,0.5,0.5,1,1,1,232.038,3.195,159.408,7,4,3,14,-11,16,79,-63,4,14,-10,18,4,2,2,2,0,4,2,1,2,4,-2,6,2,1,4.679,3.046,1.633,1.536,4.679,3.046,3.862,2.34,6.307,7.899,-1.593,0.798,7.899,6.307,7.103,3.153,12,4,8,1,1,1,1,1,1,1,1,1,1,1.798,1.225,1.468,0.573,1.512,0.899,1.795,1.366,1.314,0.429,1.58,0.898,1.3,2.01,-0.71,0.647,2.01,1.3,1.655,0.65,1.3,1.99,-0.69,0.653,1.99,1.3,1.645,0.65,2023.15,1220.55,802.6,1.658,2023.15,1220.55,1621.85,1011.575,11.7,5.32,6.38,2.199,11.7,5.32,8.51,5.85,0.12,0.32,-0.2,0.375,0.32,0.12,0.22,0.06,6.2,3.85,2.35,1.61,6.2,3.85,5.025,3.1,54,77.2,-23.2,0.699,77.2,54,65.6,27
