Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency,index_A,index_B,normalized_index_A,normalized_index_B,largest_index,smallest_index,avg_index,atomic_weight_weighted_A+B,atomic_weight_A/B,atomic_weight_A-B,period_A,period_B,group_A,group_B,group_A-B,Mendeleev_number_A,Mendeleev_number_B,Mendeleev_number_A-B,valencee_total_A,valencee_total_B,valencee_total_A-B,valencee_total_A+B,valencee_total_weighted_A+B,valencee_total_weighted_norm_A+B,unpaired_electrons_A,unpaired_electrons_B,unpaired_electrons_A-B,unpaired_electrons_A+B,unpaired_electrons_weighted_A+B,unpaired_electrons_weighted_norm_A+B,Gilman_A,Gilman_B,Gilman_A-B,Gilman_A+B,Gilman_weighted_A+B,Gilman_weighted_norm_A+B,Z_eff_A,Z_eff_B,Z_eff_A-B,Z_eff_A/B,Z_eff_max,Z_eff_min,Z_eff_avg,Z_eff_weighted_norm_A+B,ionization_energy_A,ionization_energy_B,ionization_energy_A-B,ionization_energy_A/B,ionization_energy_max,ionization_energy_min,ionization_energy_avg,ionization_energy_weighted_norm_A+B,coordination_number_A,coordination_number_B,coordination_number_A-B,ratio_closest_A,ratio_closest_B,ratio_closest_max,ratio_closest_min,ratio_closest_avg,polyhedron_distortion_A,polyhedron_distortion_B,polyhedron_distortion_max,polyhedron_distortion_min,polyhedron_distortion_avg,CIF_radius_A,CIF_radius_B,CIF_radius_A/B,CIF_radius_A-B,CIF_radius_avg,CIF_radius_weighted_norm_A+B,Pauling_radius_CN12_A,Pauling_radius_CN12_B,Pauling_radius_CN12_A/B,Pauling_radius_CN12_A-B,Pauling_radius_CN12_avg,Pauling_radius_CN12_weighted_norm_A+B,Pauling_EN_A,Pauling_EN_B,Pauling_EN_A-B,Pauling_EN_A/B,Pauling_EN_max,Pauling_EN_min,Pauling_EN_avg,Pauling_EN_weighted_norm_A+B,Martynov_Batsanov_EN_A,Martynov_Batsanov_EN_B,Martynov_Batsanov_EN_A-B,Martynov_Batsanov_EN_A/B,Martynov_Batsanov_EN_max,Martynov_Batsanov_EN_min,Martynov_Batsanov_EN_avg,Martynov_Batsanov_EN_weighted_norm_A+B,melting_point_K_A,melting_point_K_B,melting_point_K_A-B,melting_point_K_A/B,melting_point_K_max,melting_point_K_min,melting_point_K_avg,melting_point_K_weighted_norm_A+B,density_A,density_B,density_A-B,density_A/B,density_max,density_min,density_avg,density_weighted_norm_A+B,specific_heat_A,specific_heat_B,specific_heat_A-B,specific_heat_A/B,specific_heat_max,specific_heat_min,specific_heat_avg,specific_heat_weighted_norm_A+B,cohesive_energy_A,cohesive_energy_B,cohesive_energy_A-B,cohesive_energy_A/B,cohesive_energy_max,cohesive_energy_min,cohesive_energy_avg,cohesive_energy_weighted_norm_A+B,bulk_modulus_A,bulk_modulus_B,bulk_modulus_A-B,bulk_modulus_A/B,bulk_modulus_max,bulk_modulus_min,bulk_modulus_avg,bulk_modulus_weighted_norm_A+B
260396,ErGe,TlI,Er,Ge,3.526,2.668,2.914,1.734,1.225,1.416,1.017,1.089,0.985,1.58,1.334,-0.089,0.089,0.104,0,0,0.016,2.668,2.914,1.089,0.985,1,1,0.089,0.089,0.607,4,4,2,1,1,4,4,1,2,1,2,5,2,5,2,1.005,1.092,1.005,1.092,4,1,4,1,1.21,1,1.21,1,0,0,0,0,1,2,1,2,13,8.5,4.5,87.178,0.196,33,22,2.305,2.39,56.737,0.62,13,8.5,4.5,87.178,0.196,33,22,2.305,2.39,56.737,0.62,13,8.5,4.5,87.178,0.196,33,22,2.305,2.39,56.737,0.62,1,1,0.5,0.5,1,1,1,167.259,2.303,94.629,6,4,3,14,-11,35,79,-44,14,14,0,28,14,7,2,2,0,4,2,1,3,4,-1,7,3,1.5,4.018,3.046,0.972,1.319,4.018,3.046,3.532,2.009,6.108,7.899,-1.792,0.773,7.899,6.108,7.004,3.054,12,4,8,0.5,1,1,0.5,0.75,0.974,1,1,0.974,0.987,1.734,1.225,1.416,0.509,1.48,0.867,1.748,1.366,1.28,0.382,1.557,0.874,1.24,2.01,-0.77,0.617,2.01,1.24,1.625,0.62,1.2,1.99,-0.79,0.603,1.99,1.2,1.595,0.6,1802.15,1220.55,581.6,1.477,1802.15,1220.55,1511.35,901.075,9.07,5.32,3.75,1.705,9.07,5.32,7.195,4.535,0.17,0.32,-0.15,0.531,0.32,0.17,0.245,0.085,3.29,3.85,-0.56,0.855,3.85,3.29,3.57,1.645,44.4,77.2,-32.8,0.575,77.2,44.4,60.8,22.2
1720515,FeSi,FeSi,Fe,Si,2.757,2.783,2.289,1.242,1.176,1.056,1.11,1.183,0.947,1.378,0.91,0.11,-0.226,0,0.346,0,0.063,2.757,2.289,1.11,0.947,1,1,0.226,0.11,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.026,1.026,1.026,1.026,3,3,3,3,1.204,1.216,1.204,1.216,0,1,0,1,1,0,1,0,13,6.5,6.5,41.76,0.098,33,22,1.786,1.878,23.974,0.574,13,6.5,6.5,41.76,0.098,33,22,1.786,1.878,23.974,0.574,13,6.5,6.5,41.76,0.098,33,22,1.786,1.878,23.974,0.574,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
456331,CeSb,NaCl,Ce,Sb,4.541,4.541,3.211,1.819,1.434,1.268,1.248,1.583,0.987,2.27,0.94,0.248,-0.344,0,0.586,0,0.18,4.541,3.211,1.248,0.987,1,1,0.344,0.248,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,110.357,0,18.75,12.5,2.428,2.624,77.589,0.654,6,3,3,44.143,0,12,8,1.854,2.271,26.689,0.605,6,9,3,132.428,0,21,14,2.62,2.741,94.556,0.67,1,1,0.5,0.5,1,1,1,140.115,1.151,18.355,6,5,3,15,-12,15,85,-70,4,15,-11,19,4,2,1,3,-2,4,1,0.5,3,5,-2,8,3,1.5,3.774,3.984,-0.21,0.947,3.984,3.774,3.879,1.887,5.539,8.608,-3.07,0.643,8.608,5.539,7.074,2.769,12,6,6,0.5,0.5,0.5,0.5,0.5,0.99,0.868,0.99,0.868,0.929,1.819,1.434,1.268,0.385,1.626,0.91,1.818,1.59,1.143,0.228,1.704,0.909,1.12,2.05,-0.93,0.546,2.05,1.12,1.585,0.56,1.1,2.14,-1.04,0.514,2.14,1.1,1.62,0.55,1071.15,904.15,167,1.185,1071.15,904.15,987.65,535.575,6.66,6.69,-0.03,0.996,6.69,6.66,6.675,3.33,0.19,0.21,-0.02,0.905,0.21,0.19,0.2,0.095,4.32,2.75,1.57,1.571,4.32,2.75,3.535,2.16,21.5,38.3,-16.8,0.561,38.3,21.5,29.9,10.75
1431488,CoGa,CsCl,Co,Ga,2.882,2.882,2.496,1.25,1.243,1.006,1.153,1.159,1.001,1.441,1.055,0.153,-0.151,0,0.268,0,0.046,2.882,2.496,1.153,1.001,1,1,0.153,0.151,0.729,1,1,2,1,1,1,1,8,8,8,8,8,8,8,8,1.155,1.155,1.155,1.155,6,6,6,6,1.155,1.155,1.155,1.155,0,8,0,8,8,0,8,0,14,7,7,47.884,0,36,24,2.121,2.038,39.989,0.835,14,7,7,47.884,0,36,24,2.121,2.038,39.989,0.835,14,7,7,47.884,0,36,24,2.121,2.038,39.989,0.835,1,1,0.5,0.5,1,1,1,58.933,0.845,-10.79,4,4,9,13,-4,58,74,-16,9,13,-4,22,9,4.5,3,1,2,4,3,1.5,4,3,1,7,4,2,3.046,2.655,0.391,1.147,3.046,2.655,2.85,1.523,7.881,5.999,1.882,1.314,7.881,5.999,6.94,3.94,12,7,5,0.5,0.143,0.5,0.143,0.321,0.996,0.897,0.996,0.897,0.946,1.25,1.243,1.006,0.007,1.247,0.625,1.252,1.408,0.889,-0.156,1.33,0.626,1.88,1.81,0.07,1.039,1.88,1.81,1.845,0.94,1.72,1.7,0.02,1.012,1.72,1.7,1.71,0.86,1768.15,302.95,1465.2,5.836,1768.15,302.95,1035.55,884.075,8.9,5.9,3,1.508,8.9,5.9,7.4,4.45,0.42,0.37,0.05,1.135,0.42,0.37,0.395,0.21,4.39,2.81,1.58,1.562,4.39,2.81,3.6,2.195,182,56.9,125.1,3.199,182,56.9,119.45,91
1921574,DySb,NaCl,Dy,Sb,4.343,4.343,3.071,1.752,1.434,1.222,1.239,1.514,0.964,2.172,0.9,0.239,-0.373,0,0.586,0,0.196,4.343,3.071,1.239,0.964,1,1,0.373,0.239,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,96.542,0,18.75,12.5,2.322,2.509,67.876,0.654,6,3,3,38.617,0,12,8,1.773,2.172,23.348,0.605,6,9,3,115.851,0,21,14,2.505,2.622,82.719,0.67,1,1,0.5,0.5,1,1,1,162.5,1.335,40.74,6,5,3,15,-12,31,85,-54,12,15,-3,27,12,6,4,3,1,7,4,2,3,5,-2,8,3,1.5,3.963,3.984,-0.021,0.995,3.984,3.963,3.974,1.982,5.939,8.608,-2.669,0.69,8.608,5.939,7.274,2.969,12,6,6,0.5,0.5,0.5,0.5,0.5,0.976,0.868,0.976,0.868,0.922,1.752,1.434,1.222,0.318,1.593,0.876,1.77,1.59,1.113,0.18,1.68,0.885,1.22,2.05,-0.83,0.595,2.05,1.22,1.635,0.61,1.15,2.14,-0.99,0.537,2.14,1.15,1.645,0.575,1685.15,904.15,781,1.864,1685.15,904.15,1294.65,842.575,8.55,6.69,1.86,1.278,8.55,6.69,7.62,4.275,0.17,0.21,-0.04,0.81,0.21,0.17,0.19,0.085,3.04,2.75,0.29,1.105,3.04,2.75,2.895,1.52,40.5,38.3,2.2,1.057,40.5,38.3,39.4,20.25
456457,FeSi,FeSi,Fe,Si,2.752,2.779,2.284,1.242,1.176,1.056,1.108,1.182,0.945,1.376,0.908,0.108,-0.228,0,0.347,0,0.064,2.752,2.284,1.108,0.945,1,1,0.228,0.108,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.026,1.026,1.026,1.026,3,3,3,3,1.205,1.217,1.205,1.217,0,1,0,1,1,0,1,0,13,6.5,6.5,41.548,0.099,33,22,1.783,1.874,23.834,0.574,13,6.5,6.5,41.548,0.099,33,22,1.783,1.874,23.834,0.574,13,6.5,6.5,41.548,0.099,33,22,1.783,1.874,23.834,0.574,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
1720529,FeSi,FeSi,Fe,Si,2.746,2.774,2.28,1.242,1.176,1.056,1.105,1.179,0.943,1.373,0.907,0.105,-0.229,0,0.346,0,0.063,2.746,2.28,1.105,0.943,1,1,0.229,0.105,0.622,4,4,2,1,1,4,4,1,1,1,1,4,4,4,4,1.024,1.024,1.024,1.024,3,3,3,3,1.204,1.217,1.204,1.217,0,1,0,1,1,0,1,0,13,6.5,6.5,41.312,0.105,33,22,1.776,1.865,23.541,0.57,13,6.5,6.5,41.312,0.105,33,22,1.776,1.865,23.541,0.57,13,6.5,6.5,41.312,0.105,33,22,1.776,1.865,23.541,0.57,1,1,0.5,0.5,1,1,1,55.847,1.988,27.762,4,3,8,14,-6,55,78,-23,8,4,4,12,8,4,4,2,2,6,4,2,5,4,1,9,5,2.5,3.048,2.321,0.727,1.313,3.048,2.321,2.684,1.524,7.902,8.152,-0.249,0.969,8.152,7.902,8.027,3.951,14,4,10,0.571,1,1,0.571,0.786,0.866,1,1,0.866,0.933,1.242,1.176,1.056,0.066,1.209,0.621,1.26,1.316,0.957,-0.056,1.288,0.63,1.83,1.9,-0.07,0.963,1.9,1.83,1.865,0.915,1.67,1.98,-0.31,0.843,1.98,1.67,1.825,0.835,1808.15,1683.15,125,1.074,1808.15,1683.15,1745.65,904.075,7.86,2.33,5.53,3.373,7.86,2.33,5.095,3.93,0.44,0.71,-0.27,0.62,0.71,0.44,0.575,0.22,4.28,4.63,-0.35,0.924,4.63,4.28,4.455,2.14,166,98,68,1.694,166,98,132,83
1253724,SnSb,NaCl,Sb,Sn,4.335,4.335,3.065,1.434,1.511,0.949,1.512,1.434,1.041,2.168,0.898,0.512,-0.406,0,0.586,0,0.426,4.335,3.065,1.512,1.041,1,1,0.512,0.406,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,6,3,3,38.391,0,12,8,1.77,2.167,23.211,0.605,6,3,3,38.391,0,12,8,1.77,2.167,23.211,0.605,6,3,3,38.391,0,12,8,1.77,2.167,23.211,0.605,1,1,0.5,0.5,1,1,1,118.71,0.975,-3.05,5,5,14,15,-1,80,85,-5,14,15,-1,29,14,7,2,3,-1,5,2,1,4,5,-1,9,4,2,3.672,3.984,-0.312,0.922,3.984,3.672,3.828,1.836,7.344,8.608,-1.264,0.853,8.608,7.344,7.976,3.672,6,6,0,0.667,0.5,0.667,0.5,0.583,0.949,0.868,0.949,0.868,0.908,1.511,1.434,1.054,0.077,1.472,0.756,1.62,1.59,1.019,0.03,1.605,0.81,1.96,2.05,-0.09,0.956,2.05,1.96,2.005,0.98,1.88,2.14,-0.26,0.879,2.14,1.88,2.01,0.94,505.15,904.15,-399,0.559,904.15,505.15,704.65,252.575,7.31,6.69,0.62,1.093,7.31,6.69,7,3.655,0.227,0.21,0.017,1.081,0.227,0.21,0.218,0.114,3.14,2.75,0.39,1.142,3.14,2.75,2.945,1.57,58.2,38.3,19.9,1.52,58.2,38.3,48.25,29.1
1643887,PdSb,NiAs,Pd,Sb,2.794,3.652,2.736,1.376,1.434,0.96,1.015,1.273,0.974,1.397,1.339,0.015,-0.066,0,0.267,0,0.005,2.794,2.736,1.015,0.974,1,1,0.066,0.015,0.535,2,2,2,1,1,2,2,6,6,6,6,8,6,8,6,1.021,1.335,1.021,1.335,2,6,2,6,1.021,1.335,1.021,1.335,0,6,0,6,6,0,6,0,8.5,4,4.5,41,0.029,18.75,12.5,1.69,1.696,24.79,0.572,7,4,3,26.775,0,15,10,1.516,1.5,14.872,0.558,7,4,9,83.676,0.114,30,20,2.212,2.28,54.544,0.613,1,1,0.5,0.5,1,1,1,106.42,0.874,-15.34,5,5,10,15,-5,62,85,-23,10,15,-5,25,10,5,0,3,-3,3,0,0,3,5,-2,8,3,1.5,3.101,3.984,-0.883,0.778,3.984,3.101,3.542,1.55,8.337,8.608,-0.271,0.968,8.608,8.337,8.473,4.168,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.376,1.434,0.96,-0.058,1.405,0.688,1.373,1.59,0.864,-0.217,1.482,0.686,2.2,2.05,0.15,1.073,2.2,2.05,2.125,1.1,2.08,2.14,-0.06,0.972,2.14,2.08,2.11,1.04,1827.15,904.15,923,2.021,1827.15,904.15,1365.65,913.575,12,6.69,5.31,1.794,12,6.69,9.345,6,0.24,0.21,0.03,1.143,0.24,0.21,0.225,0.12,3.89,2.75,1.14,1.415,3.89,2.75,3.32,1.945,187,38.3,148.7,4.883,187,38.3,112.65,93.5
251956,ErSb,NaCl,Er,Sb,4.318,4.318,3.053,1.734,1.434,1.209,1.245,1.506,0.964,2.159,0.894,0.245,-0.377,0,0.586,0,0.202,4.318,3.053,1.245,0.964,1,1,0.377,0.245,0.793,4,4,2,1,1,4,4,1,6,1,6,6,6,6,6,1,1.414,1,1.414,5,12,5,12,1.414,1.414,1.414,1.414,0,6,0,6,1,0,1,0,10.5,7.5,3,94.896,0,18.75,12.5,2.308,2.494,66.68,0.653,6,3,3,37.957,0,12,8,1.762,2.158,22.932,0.604,6,9,3,113.876,0,21,14,2.49,2.606,81.262,0.67,1,1,0.5,0.5,1,1,1,167.259,1.374,45.499,6,5,3,15,-12,35,85,-50,14,15,-1,29,14,7,2,3,-1,5,2,1,3,5,-2,8,3,1.5,4.018,3.984,0.034,1.009,4.018,3.984,4.001,2.009,6.108,8.608,-2.501,0.71,8.608,6.108,7.358,3.054,12,6,6,0.5,0.5,0.5,0.5,0.5,0.974,0.868,0.974,0.868,0.921,1.734,1.434,1.209,0.3,1.584,0.867,1.748,1.59,1.099,0.158,1.669,0.874,1.24,2.05,-0.81,0.605,2.05,1.24,1.645,0.62,1.2,2.14,-0.94,0.561,2.14,1.2,1.67,0.6,1802.15,904.15,898,1.993,1802.15,904.15,1353.15,901.075,9.07,6.69,2.38,1.356,9.07,6.69,7.88,4.535,0.17,0.21,-0.04,0.81,0.21,0.17,0.19,0.085,3.29,2.75,0.54,1.196,3.29,2.75,3.02,1.645,44.4,38.3,6.1,1.159,44.4,38.3,41.35,22.2
533436,SmSb,NaCl,Sm,Sb,4.434,4.434,3.135,1.793,1.434,1.25,1.236,1.546,0.971,2.217,0.918,0.236,-0.36,0,0.586,0,0.185,4.434,3.135,1.236,0.971,1,1,0.36,0.236,0.793,4,4,2,1,1,4,4,6,6,6,6,6,6,6,6,1.414,1.414,1.414,1.414,12,12,12,12,1.414,1.414,1.414,1.414,0,6,0,6,6,0,6,0,10.5,7.5,3,102.705,0,18.75,12.5,2.371,2.561,72.209,0.654,6,3,3,41.082,0,12,8,1.81,2.217,24.838,0.605,6,9,3,123.246,0,21,14,2.558,2.676,87.999,0.67,1,1,0.5,0.5,1,1,1,150.36,1.235,28.6,6,5,3,15,-12,23,85,-62,8,15,-7,23,8,4,6,3,3,9,6,3,3,5,-2,8,3,1.5,3.847,3.984,-0.137,0.966,3.984,3.847,3.915,1.924,5.644,8.608,-2.965,0.656,8.608,5.644,7.126,2.822,12,6,6,0.5,0.5,0.5,0.5,0.5,0.99,0.868,0.99,0.868,0.929,1.793,1.434,1.25,0.359,1.614,0.896,1.85,1.59,1.164,0.26,1.72,0.925,1.17,2.05,-0.88,0.571,2.05,1.17,1.61,0.585,1.2,2.14,-0.94,0.561,2.14,1.2,1.67,0.6,1347.15,904.15,443,1.49,1347.15,904.15,1125.65,673.575,7.52,6.69,0.83,1.124,7.52,6.69,7.105,3.76,0.2,0.21,-0.01,0.952,0.21,0.2,0.205,0.1,2.14,2.75,-0.61,0.778,2.75,2.14,2.445,1.07,37.8,38.3,-0.5,0.987,38.3,37.8,38.05,18.9
457198,PrSi,FeB-b,Pr,Si,3.738,2.435,3.061,1.82,1.176,1.548,1.027,1.035,1.022,1.844,1.218,0.013,0.035,0.014,0,0,0.001,2.435,3.061,1.035,1.022,1,1,0.035,0.013,0.703,4,4,2,1,1,4,4,2,2,2,2,5,2,5,2,1.008,1.257,1.008,1.257,2,2,2,2,1.221,1,1.221,1,0,0,0,0,2,2,2,2,13,8.5,4.5,96.204,0.086,33,22,2.416,2.5,65.006,0.65,13,8.5,4.5,96.204,0.086,33,22,2.416,2.5,65.006,0.65,13,8.5,4.5,96.204,0.086,33,22,2.416,2.5,65.006,0.65,1,1,0.5,0.5,1,1,1,140.908,5.017,112.822,6,3,3,14,-11,17,78,-61,5,4,1,9,5,2.5,3,2,1,5,3,1.5,3,4,-1,7,3,1.5,3.8,2.321,1.479,1.637,3.8,2.321,3.06,1.9,5.473,8.152,-2.679,0.671,8.152,5.473,6.812,2.736,12,4,8,0.5,1,1,0.5,0.75,0.991,1,1,0.991,0.996,1.82,1.176,1.548,0.644,1.498,0.91,1.824,1.316,1.386,0.508,1.57,0.912,1.13,1.9,-0.77,0.595,1.9,1.13,1.515,0.565,1.1,1.98,-0.88,0.556,1.98,1.1,1.54,0.55,1204.15,1683.15,-479,0.715,1683.15,1204.15,1443.65,602.075,6.77,2.33,4.44,2.906,6.77,2.33,4.55,3.385,0.19,0.71,-0.52,0.268,0.71,0.19,0.45,0.095,3.7,4.63,-0.93,0.799,4.63,3.7,4.165,1.85,28.8,98,-69.2,0.294,98,28.8,63.4,14.4
378446,NiSb,NiAs,Ni,Sb,2.56,3.428,2.615,1.246,1.434,0.869,1.027,1.195,0.976,1.28,1.335,0.027,-0.069,0,0.221,0,0.006,2.56,2.615,1.027,0.976,1,1,0.069,0.027,0.542,2,2,2,1,1,2,2,2,6,2,6,8,6,8,6,1.021,1.311,1.021,1.311,6,4,6,4,1,1.311,1,1.311,2,6,2,6,0,0,0,0,11.5,4,7.5,59.818,0,21.75,14.5,1.91,1.98,35.698,0.578,7,4,3,23.062,0,15,10,1.43,1.427,12.639,0.54,7,4,9,72.07,0,24,16,2.07,2.165,43.384,0.59,1,1,0.5,0.5,1,1,1,58.693,0.482,-63.067,4,5,10,15,-5,61,85,-24,10,15,-5,25,10,5,2,3,-1,5,2,1,3,5,-2,8,3,1.5,2.996,3.984,-0.988,0.752,3.984,2.996,3.49,1.498,7.64,8.608,-0.969,0.887,8.608,7.64,8.124,3.82,12,6,6,1,0.5,1,0.5,0.75,1,0.868,1,0.868,0.934,1.246,1.434,0.869,-0.188,1.34,0.623,1.244,1.59,0.782,-0.346,1.417,0.622,1.91,2.05,-0.14,0.932,2.05,1.91,1.98,0.955,1.76,2.14,-0.38,0.822,2.14,1.76,1.95,0.88,1726.15,904.15,822,1.909,1726.15,904.15,1315.15,863.075,8.9,6.69,2.21,1.33,8.9,6.69,7.795,4.45,0.44,0.21,0.23,2.095,0.44,0.21,0.325,0.22,4.44,2.75,1.69,1.615,4.44,2.75,3.595,2.22,177,38.3,138.7,4.621,177,38.3,107.65,88.5
