Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency
1728273,DyGe,TlI,Dy,Ge,3.454,3.03,2.766,1.752,1.225,1.43,0.986,1.237,0.929,1.251,1.515,-0.286,0.237,0.276,0.0,0.0,0.138,3.03,2.766,1.237,0.929,1.0,1.0,0.286,0.237,0.508,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.054,1.054,1.054,1.054,4,4,4.0,4.0,1.249,1.095,1.249,1.095,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,89.66,0.355,33.0,22.0,2.209,2.353,52.034,0.528,13.0,8.5,4.5,89.66,0.355,33.0,22.0,2.209,2.353,52.034,0.528,13.0,8.5,4.5,89.66,0.355,33.0,22.0,2.209,2.353,52.034,0.528
1946825,HoPt,FeB-b,Ho,Pt,3.626,2.589,2.795,1.745,1.387,1.258,1.039,0.933,0.892,1.5,1.294,-0.14,-0.067,0.172,0.0,0.0,0.024,2.589,2.795,0.933,0.892,1.0,1.0,0.14,0.067,0.543,4,4,2,1,1,4,4,1,2,1.0,2.0,2,2,2.0,2.0,1.023,1.08,1.023,1.08,1,1,1.0,1.0,1.297,1.0,1.297,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.5,8.0,4.5,80.006,0.081,31.5,21.0,2.154,2.218,44.561,0.553,12.0,7.5,4.5,74.306,0.078,30.0,20.0,2.09,2.157,39.692,0.538,12.0,8.5,4.5,85.705,0.083,33.0,22.0,2.218,2.28,49.43,0.568
452537,TbPt,FeB-b,Pt,Tb,3.686,2.917,2.886,1.387,1.764,0.786,1.329,0.827,0.916,1.428,1.458,0.029,-0.173,0.225,0.0,0.0,0.031,2.917,2.886,0.827,0.916,1.0,1.0,0.173,0.029,0.575,4,4,2,1,1,4,4,1,1,1.0,1.0,5,7,5.0,7.0,1.0,1.0,1.0,1.0,2,2,2.0,2.0,1.277,1.011,1.277,1.011,0,1,0.0,1.0,1,0,1.0,0.0,10.0,4.5,5.5,57.332,0.172,24.0,16.0,1.792,2.068,27.106,0.438,9.0,3.5,5.5,48.868,0.099,21.0,14.0,1.67,2.002,21.842,0.411,9.0,7.5,5.5,82.724,0.197,33.0,22.0,2.16,2.268,42.896,0.521
1924087,GaSb,ZnS,Ga,Sb,4.294,4.294,2.63,1.243,1.434,0.867,1.727,1.497,0.982,2.147,0.483,0.727,-0.663,0.0,0.775,0.0,0.969,4.294,2.63,1.727,0.982,1.0,1.0,0.727,0.663,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,9.331,0.0,6.0,4.0,0.876,1.518,2.818,0.302,4.0,2.0,2.0,9.331,0.0,6.0,4.0,0.876,1.518,2.818,0.302,4.0,2.0,2.0,9.331,0.0,6.0,4.0,0.876,1.518,2.818,0.302
1921699,DySi,TlI,Dy,Si,3.378,2.959,2.716,1.752,1.176,1.49,0.964,1.258,0.928,1.237,1.48,-0.294,0.258,0.268,0.0,0.0,0.153,2.959,2.716,1.258,0.928,1.0,1.0,0.294,0.258,0.508,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.053,1.053,1.053,1.053,4,4,4.0,4.0,1.244,1.089,1.244,1.089,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,84.55,0.349,33.0,22.0,2.162,2.291,49.006,0.525,13.0,8.5,4.5,84.55,0.349,33.0,22.0,2.162,2.291,49.006,0.525,13.0,8.5,4.5,84.55,0.349,33.0,22.0,2.162,2.291,49.006,0.525
1700919,PrSb,NaCl,Pr,Sb,4.504,4.504,3.185,1.82,1.434,1.269,1.237,1.57,0.979,2.252,0.933,0.237,-0.349,0.0,0.586,0.0,0.178,4.504,3.185,1.237,0.979,1.0,1.0,0.349,0.237,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,107.698,0.0,18.75,12.5,2.408,2.602,75.72,0.654,6.0,3.0,3.0,43.079,0.0,12.0,8.0,1.839,2.252,26.046,0.605,6.0,9.0,3.0,129.237,0.0,21.0,14.0,2.598,2.718,92.277,0.67
1835439,CeSb,NaCl,Ce,Sb,4.39,4.39,3.104,1.819,1.434,1.268,1.207,1.531,0.954,2.195,0.909,0.207,-0.366,0.0,0.586,0.0,0.177,4.39,3.104,1.207,0.954,1.0,1.0,0.366,0.207,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,99.688,0.0,18.75,12.5,2.347,2.536,70.088,0.654,6.0,3.0,3.0,39.875,0.0,12.0,8.0,1.792,2.195,24.109,0.605,6.0,9.0,3.0,119.626,0.0,21.0,14.0,2.532,2.649,85.414,0.67
457671,YCo,TlI,Co,Y,2.408,3.56,2.946,1.25,1.783,0.701,0.963,0.998,0.971,1.204,1.742,-0.037,-0.023,0.0,0.021,0.0,0.002,2.408,2.946,0.963,0.971,1.0,1.0,0.037,0.023,0.709,4,4,2,1,1,4,4,2,4,2.0,4.0,2,7,2.0,7.0,1.223,1.005,1.223,1.005,4,1,4.0,1.0,1.0,1.208,1.0,1.208,2,4,2.0,4.0,0,0,0.0,0.0,13.0,4.5,8.5,83.044,0.121,33.0,22.0,2.352,2.422,59.236,0.696,13.0,4.5,8.5,83.044,0.121,33.0,22.0,2.352,2.422,59.236,0.696,13.0,4.5,8.5,83.044,0.121,33.0,22.0,2.352,2.422,59.236,0.696
1826451,NdSi,FeB-b,Nd,Si,3.715,2.422,3.038,1.813,1.176,1.542,1.025,1.03,1.016,1.827,1.211,0.008,0.03,0.016,0.0,0.0,0.001,2.422,3.038,1.03,1.016,1.0,1.0,0.03,0.008,0.7,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.009,1.254,1.009,1.254,2,2,2.0,2.0,1.223,1.0,1.223,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,94.267,0.086,33.0,22.0,2.403,2.486,63.93,0.653,13.0,8.5,4.5,94.267,0.086,33.0,22.0,2.403,2.486,63.93,0.653,13.0,8.5,4.5,94.267,0.086,33.0,22.0,2.403,2.486,63.93,0.653
451200,RhGe,FeAs,Ge,Rh,2.841,2.917,2.493,1.225,1.345,0.911,1.16,1.084,0.97,1.42,1.072,0.16,-0.203,0.0,0.265,0.0,0.067,2.841,2.493,1.16,0.97,1.0,1.0,0.203,0.16,0.572,4,4,2,1,1,4,4,3,3,3.0,3.0,6,6,6.0,6.0,1.015,1.015,1.015,1.015,2,2,2.0,2.0,1.14,1.17,1.14,1.17,0,3,0.0,3.0,3,0,3.0,0.0,11.0,5.0,6.0,43.482,0.219,27.0,18.0,1.632,1.566,19.086,0.426,11.0,5.0,6.0,43.482,0.219,27.0,18.0,1.632,1.566,19.086,0.426,11.0,5.0,6.0,43.482,0.219,27.0,18.0,1.632,1.566,19.086,0.426
528927,DyGe,TlI,Dy,Ge,3.451,3.028,2.765,1.752,1.225,1.43,0.985,1.236,0.929,1.251,1.514,-0.286,0.236,0.275,0.0,0.0,0.137,3.028,2.765,1.236,0.929,1.0,1.0,0.286,0.236,0.509,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.052,1.052,1.052,1.052,4,4,4.0,4.0,1.248,1.095,1.248,1.095,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,89.286,0.355,33.0,22.0,2.206,2.35,51.872,0.528,13.0,8.5,4.5,89.286,0.355,33.0,22.0,2.206,2.35,51.872,0.528,13.0,8.5,4.5,89.286,0.355,33.0,22.0,2.206,2.35,51.872,0.528
528099,LaPd,TlI,La,Pd,3.747,3.333,2.857,1.871,1.376,1.36,1.001,1.211,0.88,1.19,1.666,-0.364,0.211,0.365,0.0,0.0,0.177,3.333,2.857,1.211,0.88,1.0,1.0,0.364,0.211,0.522,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.073,1.073,1.073,1.073,4,4,4.0,4.0,1.312,1.167,1.312,1.167,0,1,0.0,1.0,1,0,1.0,0.0,16.5,9.0,7.5,136.083,0.337,40.125,26.75,2.531,2.583,71.021,0.51,12.0,7.5,4.5,88.576,0.326,30.0,20.0,2.038,2.264,37.808,0.413,12.0,9.5,8.5,151.918,0.37,43.5,29.0,2.696,2.689,82.092,0.543
528933,NdSi,FeB-b,Nd,Si,3.714,2.421,3.036,1.813,1.176,1.542,1.024,1.029,1.016,1.826,1.21,0.007,0.029,0.017,0.0,0.0,0.001,2.421,3.036,1.029,1.016,1.0,1.0,0.029,0.007,0.7,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.009,1.254,1.009,1.254,2,2,2.0,2.0,1.223,1.0,1.223,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,94.096,0.086,33.0,22.0,2.402,2.484,63.878,0.654,13.0,8.5,4.5,94.096,0.086,33.0,22.0,2.402,2.484,63.878,0.654,13.0,8.5,4.5,94.096,0.086,33.0,22.0,2.402,2.484,63.878,0.654
535037,FeCo,CsCl,Co,Fe,2.851,2.851,2.469,1.25,1.242,1.006,1.14,1.148,0.991,1.426,1.043,0.14,-0.16,0.0,0.268,0.0,0.045,2.851,2.469,1.14,0.991,1.0,1.0,0.16,0.14,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,46.335,0.0,36.0,24.0,2.098,2.016,38.678,0.835,14.0,7.0,7.0,46.335,0.0,36.0,24.0,2.098,2.016,38.678,0.835,14.0,7.0,7.0,46.335,0.0,36.0,24.0,2.098,2.016,38.678,0.835
1021583,NiSi,FeAs,Ni,Si,2.658,2.792,2.219,1.246,1.176,1.06,1.067,1.187,0.916,1.329,0.89,0.067,-0.243,0.0,0.362,-0.0,0.064,2.658,2.219,1.067,0.916,1.0,1.0,0.243,0.067,0.526,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.052,1.052,1.052,1.052,2,2,2.0,2.0,1.198,1.258,1.198,1.258,0,1,0.0,1.0,1,0,1.0,0.0,8.5,5.0,3.5,23.088,0.243,19.5,13.0,1.324,1.322,10.365,0.432,8.0,5.0,3.0,20.992,0.214,18.0,12.0,1.281,1.322,9.676,0.428,8.0,5.0,4.0,25.182,0.272,21.0,14.0,1.366,1.322,11.054,0.436
1946366,CeGe,FeB-b,Ce,Ge,3.814,2.504,3.12,1.819,1.225,1.485,1.048,1.022,1.025,1.868,1.252,0.027,0.022,0.02,0.0,0.0,0.001,2.504,3.12,1.022,1.025,1.0,1.0,0.027,0.022,0.698,4,4,2,1,1,4,4,2,2,2.0,2.0,6,2,6.0,2.0,1.009,1.246,1.009,1.246,2,2,2.0,2.0,1.222,1.0,1.222,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,101.899,0.087,33.0,22.0,2.48,2.558,69.699,0.665,13.0,8.5,4.5,101.899,0.087,33.0,22.0,2.48,2.558,69.699,0.665,13.0,8.5,4.5,101.899,0.087,33.0,22.0,2.48,2.558,69.699,0.665
1049159,ErNi,FeB-b,Er,Ni,3.511,2.433,2.78,1.734,1.246,1.392,1.012,0.976,0.933,1.564,1.216,-0.098,-0.024,0.109,0.0,0.0,0.01,2.433,2.78,0.976,0.933,1.0,1.0,0.098,0.024,0.608,4,4,2,1,1,4,4,1,2,1.0,2.0,4,2,4.0,2.0,1.011,1.143,1.011,1.143,1,1,1.0,1.0,1.263,1.0,1.263,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,67.321,0.101,29.25,19.5,2.04,2.153,40.506,0.572,8.0,3.5,4.5,36.539,0.077,18.0,12.0,1.56,1.841,17.462,0.448,8.0,8.5,4.5,77.582,0.175,33.0,22.0,2.2,2.258,48.188,0.613
451360,CeNi,TlI,Ce,Ni,3.557,3.157,2.734,1.819,1.246,1.46,0.978,1.267,0.892,1.156,1.578,-0.365,0.267,0.35,0.0,0.0,0.204,3.157,2.734,1.267,0.892,1.0,1.0,0.365,0.267,0.526,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.061,1.061,1.061,1.061,4,4,4.0,4.0,1.301,1.155,1.301,1.155,0,1,0.0,1.0,1,0,1.0,0.0,12.75,8.25,4.5,84.512,0.351,32.25,21.5,2.114,2.228,45.639,0.491,12.0,7.5,4.5,76.23,0.351,30.0,20.0,1.928,2.148,31.725,0.408,12.0,8.5,4.5,87.273,0.354,33.0,22.0,2.176,2.255,50.277,0.518
1949684,HoNi,FeB-b,Ho,Ni,3.555,2.551,2.868,1.745,1.246,1.4,1.019,1.024,0.959,1.592,1.276,-0.087,0.024,0.104,0.0,0.0,0.008,2.551,2.868,1.024,0.959,1.0,1.0,0.087,0.024,0.649,4,4,2,1,1,4,4,2,2,2.0,2.0,7,2,7.0,2.0,1.003,1.124,1.003,1.124,1,2,1.0,2.0,1.24,1.0,1.24,1.0,0,0,0.0,0.0,2,2,2.0,2.0,11.75,7.25,4.5,68.632,0.144,29.25,19.5,2.089,2.178,43.407,0.6,8.0,3.5,4.5,37.617,0.118,18.0,12.0,1.606,1.874,18.87,0.473,8.0,8.5,4.5,78.97,0.222,33.0,22.0,2.25,2.278,51.586,0.643
1350507,YNi,FeB-b,Ni,Y,2.447,3.569,2.848,1.246,1.783,0.699,0.982,1.001,0.94,1.224,1.624,-0.018,-0.089,0.0,0.09,0.0,0.008,2.447,2.848,0.982,0.94,1.0,1.0,0.089,0.018,0.633,4,4,2,1,1,4,4,2,1,2.0,1.0,2,6,2.0,6.0,1.164,1.005,1.164,1.005,1,1,1.0,1.0,1.0,1.253,1.0,1.253,2,1,2.0,1.0,0,0,0.0,0.0,13.0,4.5,8.5,81.066,0.078,33.0,22.0,2.253,2.311,51.715,0.631,13.0,4.5,8.5,81.066,0.078,33.0,22.0,2.253,2.311,51.715,0.631,13.0,4.5,8.5,81.066,0.078,33.0,22.0,2.253,2.311,51.715,0.631
451374,HoPt,FeB-b,Ho,Pt,3.629,2.594,2.795,1.745,1.387,1.258,1.04,0.935,0.892,1.498,1.297,-0.142,-0.065,0.174,0.0,0.0,0.024,2.594,2.795,0.935,0.892,1.0,1.0,0.142,0.065,0.54,4,4,2,1,1,4,4,1,2,1.0,2.0,2,2,2.0,2.0,1.025,1.077,1.025,1.077,1,1,1.0,1.0,1.298,1.0,1.298,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.25,7.75,4.5,77.438,0.083,30.75,20.5,2.123,2.19,42.25,0.545,12.0,7.5,4.5,74.578,0.079,30.0,20.0,2.092,2.16,39.85,0.538,12.0,8.5,4.5,86.018,0.084,33.0,22.0,2.218,2.28,49.451,0.566
456341,ErSb,NaCl,Er,Sb,4.318,4.318,3.053,1.734,1.434,1.209,1.245,1.506,0.964,2.159,0.894,0.245,-0.377,0.0,0.586,0.0,0.202,4.318,3.053,1.245,0.964,1.0,1.0,0.377,0.245,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,94.855,0.0,18.75,12.5,2.309,2.494,66.69,0.654,6.0,3.0,3.0,37.942,0.0,12.0,8.0,1.763,2.159,22.94,0.605,6.0,9.0,3.0,113.826,0.0,21.0,14.0,2.49,2.606,81.273,0.67
1833672,CeNi,TlI,Ce,Ni,3.585,2.726,2.915,1.819,1.246,1.46,0.985,1.094,0.951,1.552,1.363,-0.147,0.094,0.134,0.0,0.0,0.03,2.726,2.915,1.094,0.951,1.0,1.0,0.147,0.094,0.618,4,4,2,1,1,4,4,2,2,2.0,2.0,7,2,7.0,2.0,1.0,1.069,1.0,1.069,4,2,4.0,2.0,1.23,1.0,1.23,1.0,0,0,0.0,0.0,2,2,2.0,2.0,12.75,8.25,4.5,82.162,0.136,32.25,21.5,2.23,2.221,50.519,0.6,12.0,7.5,4.5,73.802,0.136,30.0,20.0,2.074,2.1,38.39,0.534,12.0,8.5,4.5,84.949,0.136,33.0,22.0,2.282,2.262,54.562,0.622
1949647,ErNi,FeB-b,Er,Ni,3.525,2.534,2.845,1.734,1.246,1.392,1.016,1.017,0.955,1.578,1.267,-0.09,0.017,0.105,0.0,0.0,0.008,2.534,2.845,1.017,0.955,1.0,1.0,0.09,0.017,0.646,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.005,1.123,1.005,1.123,2,1,2.0,1.0,1.239,1.0,1.239,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,67.237,0.145,29.25,19.5,2.069,2.169,42.066,0.596,8.0,3.5,4.5,36.863,0.12,18.0,12.0,1.596,1.87,18.48,0.474,8.0,8.5,4.5,77.362,0.223,33.0,22.0,2.227,2.268,49.928,0.637
528112,LaPt,TlI,La,Pt,3.717,3.298,2.86,1.871,1.387,1.349,0.993,1.189,0.878,1.211,1.649,-0.353,0.189,0.348,0.0,0.0,0.16,3.298,2.86,1.189,0.878,1.0,1.0,0.353,0.189,0.525,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.061,1.061,1.061,1.061,4,4,4.0,4.0,1.3,1.153,1.3,1.153,0,1,0.0,1.0,1,0,1.0,0.0,12.75,8.25,4.5,96.78,0.367,32.25,21.5,2.213,2.31,52.26,0.491,12.0,7.5,4.5,87.298,0.367,30.0,20.0,2.017,2.15,36.218,0.407,12.0,8.5,4.5,99.94,0.37,33.0,22.0,2.278,2.364,57.607,0.52
528106,LuPd,CsCl,Lu,Pd,3.417,3.417,2.959,1.718,1.376,1.249,0.994,1.242,0.956,1.708,1.251,-0.006,-0.091,0.0,0.268,0.0,0.008,3.417,2.959,0.994,0.956,1.0,1.0,0.091,0.006,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,79.786,0.0,36.0,24.0,2.482,2.415,64.071,0.803,14.0,7.0,7.0,79.786,0.0,36.0,24.0,2.482,2.415,64.071,0.803,14.0,7.0,7.0,79.786,0.0,36.0,24.0,2.482,2.415,64.071,0.803
525422,SmSb,NaCl,Sm,Sb,4.434,4.434,3.135,1.793,1.434,1.25,1.236,1.546,0.971,2.217,0.918,0.236,-0.36,0.0,0.586,0.0,0.185,4.434,3.135,1.236,0.971,1.0,1.0,0.36,0.236,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,102.705,0.0,18.75,12.5,2.371,2.561,72.209,0.654,6.0,3.0,3.0,41.082,0.0,12.0,8.0,1.81,2.217,24.838,0.605,6.0,9.0,3.0,123.246,0.0,21.0,14.0,2.558,2.676,87.999,0.67
525344,ScSb,NaCl,Sc,Sb,4.143,4.143,2.929,1.641,1.434,1.144,1.262,1.445,0.953,2.072,0.857,0.262,-0.402,0.0,0.586,0.0,0.23,4.143,2.929,1.262,0.953,1.0,1.0,0.402,0.262,0.793,4,4,2,1,1,4,4,3,2,3.0,2.0,6,6,6.0,6.0,1.0,1.0,1.0,1.0,3,4,3.0,4.0,1.414,1.414,1.414,1.414,0,2,0.0,2.0,3,0,3.0,0.0,9.0,6.0,3.0,67.038,0.0,16.5,11.0,2.04,2.286,46.004,0.637,6.0,3.0,3.0,33.518,0.0,12.0,8.0,1.691,2.071,20.25,0.604,6.0,9.0,3.0,100.558,0.0,21.0,14.0,2.389,2.5,71.758,0.67
1949653,ErNi,FeB-b,Er,Ni,3.531,2.53,2.848,1.734,1.246,1.392,1.018,1.015,0.956,1.583,1.265,-0.087,0.015,0.103,0.0,0.0,0.008,2.53,2.848,1.015,0.956,1.0,1.0,0.087,0.015,0.649,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.002,1.126,1.002,1.126,2,1,2.0,1.0,1.24,1.0,1.24,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,67.26,0.142,29.25,19.5,2.075,2.166,42.539,0.601,8.0,3.5,4.5,36.86,0.115,18.0,12.0,1.596,1.863,18.518,0.474,8.0,8.5,4.5,77.394,0.22,33.0,22.0,2.235,2.266,50.546,0.643
1731497,CoSi,FeSi,Co,Si,2.723,2.75,2.261,1.25,1.176,1.063,1.089,1.169,0.932,1.362,0.9,0.089,-0.235,0.0,0.346,0.0,0.063,2.723,2.261,1.089,0.932,1.0,1.0,0.235,0.089,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.025,1.025,1.025,1.025,3,3,3.0,3.0,1.204,1.216,1.204,1.216,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,40.262,0.1,33.0,22.0,1.764,1.852,23.066,0.574,13.0,6.5,6.5,40.262,0.1,33.0,22.0,1.764,1.852,23.066,0.574,13.0,6.5,6.5,40.262,0.1,33.0,22.0,1.764,1.852,23.066,0.574
455847,NiPt,CuAu,Ni,Pt,2.711,2.711,2.63,1.246,1.387,0.898,1.088,0.977,0.999,1.356,1.274,0.088,-0.081,0.0,0.06,0.0,0.014,2.711,2.63,1.088,0.999,1.0,1.0,0.088,0.081,0.722,1,1,2,1,1,1,1,8,8,8.0,8.0,12,12,12.0,12.0,1.031,1.031,1.031,1.031,4,4,4.0,4.0,1.031,1.031,1.031,1.031,0,8,0.0,8.0,8,0,8.0,0.0,12.0,6.0,6.0,44.122,0.0,30.0,20.0,1.911,1.801,29.222,0.662,12.0,6.0,6.0,44.122,0.0,30.0,20.0,1.911,1.801,29.222,0.662,12.0,6.0,6.0,44.122,0.0,30.0,20.0,1.911,1.801,29.222,0.662
543957,GdRh,CsCl,Gd,Rh,3.427,3.427,2.968,1.787,1.345,1.329,0.959,1.274,0.948,1.714,1.255,-0.041,-0.067,0.0,0.268,0.0,0.006,3.427,2.968,0.959,0.948,1.0,1.0,0.067,0.041,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,80.494,0.0,36.0,24.0,2.489,2.423,64.608,0.802,14.0,7.0,7.0,80.494,0.0,36.0,24.0,2.489,2.423,64.608,0.802,14.0,7.0,7.0,80.494,0.0,36.0,24.0,2.489,2.423,64.608,0.802
458146,YbRu,CsCl,Ru,Yb,3.36,3.36,2.91,1.324,1.939,0.683,1.269,0.866,0.892,1.68,1.23,0.269,-0.366,0.0,0.268,0.0,0.206,3.36,2.91,1.269,0.892,1.0,1.0,0.366,0.269,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,75.866,0.0,36.0,24.0,2.504,2.376,65.796,0.867,14.0,7.0,7.0,75.866,0.0,36.0,24.0,2.504,2.376,65.796,0.867,14.0,7.0,7.0,75.866,0.0,36.0,24.0,2.504,2.376,65.796,0.867
