Entry,Formula,Structure,A,B,INT_distAA,INT_distBB,INT_distAB,INT_Asize,INT_Bsize,INT_Asize_by_Bsize,INT_distAA_by2_byAsize,INT_distBB_by2_byBsize,INT_distAB_by2_byAsizebyBsize,INT_Asize_ref,INT_Bsize_ref,INT_percent_diff_A_by_100,INT_percent_diff_B_by_100,INT_distAA_minus_ref_diff,INT_distBB_minus_ref_diff,INT_distAB_minus_ref_diff,INT_R_factor,INT_UNI_shortest_homoatomic_dist,INT_UNI_shortest_heteroatomic_dist,INT_UNI_shortest_homoatomic_dist_by_2_by_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_atom_sizes,INT_UNI_shortest_homoatomic_dist_by_2_by_refined_atom_size,INT_UNI_shortest_heteroatomic_dist_by_sum_of_refined_atom_sizes,INT_UNI_highest_refined_percent_diff_abs,INT_UNI_lowest_refined_percent_diff_abs,INT_UNI_refined_packing_efficiency,WYK_A_lowest_wyckoff,WYK_B_lowest_wyckoff,WYK_identical_lowest_wyckoff_count,WYK_A_sites_total,WYK_B_sites_total,WYK_A_multiplicity_total,WYK_B_multiplicity_total,ENV_A_shortest_dist_count,ENV_B_shortest_dist_count,ENV_A_avg_shortest_dist_count,ENV_B_avg_shortest_dist_count,ENV_A_shortest_tol_dist_count,ENV_B_shortest_tol_dist_count,ENV_A_avg_shortest_dist_within_tol_count,ENV_B_avg_shortest_dist_within_tol_count,ENV_A_second_by_first_shortest_dist,ENV_B_second_by_first_shortest_dist,ENV_A_avg_second_by_first_shortest_dist,ENV_B_avg_second_by_first_shortest_dist,ENV_A_second_shortest_dist_count,ENV_B_second_shortest_dist_count,ENV_A_avg_second_shortest_dist_count,ENV_B_avg_second_shortest_dist_count,ENV_A_homoatomic_dist_by_shortest_dist,ENV_B_homoatomic_dist_by_shortest_dist,ENV_A_avg_homoatomic_dist_by_shortest_dist,ENV_B_avg_homoatomic_dist_by_shortest_dist,ENV_A_count_at_A_shortest_dist,ENV_A_count_at_B_shortest_dist,ENV_A_avg_count_at_A_shortest_dist,ENV_A_avg_count_at_B_shortest_dist,ENV_B_count_at_A_shortest_dist,ENV_B_count_at_B_shortest_dist,ENV_B_avg_count_at_A_shortest_dist,ENV_B_avg_count_at_B_shortest_dist,CN_AVG_coordination_number,CN_AVG_A_atom_count,CN_AVG_B_atom_count,CN_AVG_polyhedron_volume,CN_AVG_central_atom_to_center_of_mass_dist,CN_AVG_number_of_edges,CN_AVG_number_of_faces,CN_AVG_shortest_distance_to_face,CN_AVG_shortest_distance_to_edge,CN_AVG_volume_of_inscribed_sphere,CN_AVG_packing_efficiency,CN_MIN_coordination_number,CN_MIN_A_atom_count,CN_MIN_B_atom_count,CN_MIN_polyhedron_volume,CN_MIN_central_atom_to_center_of_mass_dist,CN_MIN_number_of_edges,CN_MIN_number_of_faces,CN_MIN_shortest_distance_to_face,CN_MIN_shortest_distance_to_edge,CN_MIN_volume_of_inscribed_sphere,CN_MIN_packing_efficiency,CN_MAX_coordination_number,CN_MAX_A_atom_count,CN_MAX_B_atom_count,CN_MAX_polyhedron_volume,CN_MAX_central_atom_to_center_of_mass_dist,CN_MAX_number_of_edges,CN_MAX_number_of_faces,CN_MAX_shortest_distance_to_face,CN_MAX_shortest_distance_to_edge,CN_MAX_volume_of_inscribed_sphere,CN_MAX_packing_efficiency
1605502,NiSi,FeAs,Ni,Si,2.375,2.555,2.158,1.246,1.176,1.06,0.953,1.086,0.891,1.188,0.971,-0.047,-0.175,0.0,0.24,-0.0,0.033,2.375,2.158,0.953,0.891,1.0,1.0,0.175,0.047,0.566,4,4,2,1,1,4,4,2,2,2.0,2.0,3,3,3.0,3.0,1.021,1.021,1.021,1.021,1,1,1.0,1.0,1.101,1.184,1.101,1.184,0,2,0.0,2.0,2,0,2.0,0.0,11.0,5.5,5.5,29.063,0.148,27.0,18.0,1.559,1.608,15.863,0.547,11.0,5.5,5.5,29.063,0.148,27.0,18.0,1.559,1.608,15.863,0.547,11.0,5.5,5.5,29.063,0.148,27.0,18.0,1.559,1.608,15.863,0.547
1140577,FeGe,FeSi,Fe,Ge,2.881,2.911,2.395,1.242,1.225,1.014,1.16,1.188,0.971,1.44,0.955,0.16,-0.221,0.0,0.344,0.0,0.074,2.881,2.395,1.16,0.971,1.0,1.0,0.221,0.16,0.624,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.02,1.02,1.02,1.02,3,3,3.0,3.0,1.203,1.215,1.203,1.215,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,47.703,0.114,33.0,22.0,1.86,1.954,27.056,0.568,13.0,6.5,6.5,47.703,0.114,33.0,22.0,1.86,1.954,27.056,0.568,13.0,6.5,6.5,47.703,0.114,33.0,22.0,1.86,1.954,27.056,0.568
250954,YbIn,CsCl,Yb,In,3.828,3.828,3.315,1.939,1.624,1.194,0.987,1.179,0.93,1.914,1.401,-0.013,-0.137,0.0,0.268,0.0,0.019,3.828,3.315,0.987,0.93,1.0,1.0,0.137,0.013,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,112.188,0.0,36.0,24.0,2.853,2.707,97.296,0.867,14.0,7.0,7.0,112.188,0.0,36.0,24.0,2.853,2.707,97.296,0.867,14.0,7.0,7.0,112.188,0.0,36.0,24.0,2.853,2.707,97.296,0.867
1340256,SmSb,NaCl,Sm,Sb,4.436,4.436,3.136,1.793,1.434,1.25,1.237,1.547,0.972,2.218,0.918,0.237,-0.36,0.0,0.586,0.0,0.186,4.436,3.136,1.237,0.972,1.0,1.0,0.36,0.237,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.415,1.415,1.415,1.415,12,12,12.0,12.0,1.415,1.415,1.415,1.415,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,102.846,0.0,18.75,12.5,2.371,2.562,72.268,0.653,6.0,3.0,3.0,41.138,0.0,12.0,8.0,1.81,2.217,24.858,0.604,6.0,9.0,3.0,123.416,0.0,21.0,14.0,2.558,2.676,88.072,0.67
1717847,IrGe,FeAs,Ge,Ir,2.938,2.899,2.473,1.225,1.356,0.903,1.199,1.069,0.958,1.023,1.45,-0.164,0.069,0.303,0.0,0.0,0.032,2.899,2.473,1.069,0.958,1.0,1.0,0.164,0.069,0.561,4,4,2,1,1,4,4,2,2,2.0,2.0,5,5,5.0,5.0,1.022,1.022,1.022,1.022,2,2,2.0,2.0,1.188,1.172,1.188,1.172,0,2,0.0,2.0,2,0,2.0,0.0,9.5,4.0,5.5,35.217,0.258,22.5,15.0,1.495,1.387,14.899,0.407,9.0,4.0,5.0,31.987,0.253,21.0,14.0,1.475,1.387,14.164,0.388,9.0,4.0,6.0,38.446,0.263,24.0,16.0,1.515,1.387,15.633,0.426
1963513,HoSi,TlI,Ho,Si,3.367,2.951,2.706,1.745,1.176,1.484,0.965,1.255,0.926,1.23,1.476,-0.295,0.255,0.269,0.0,0.0,0.152,2.951,2.706,1.255,0.926,1.0,1.0,0.295,0.255,0.507,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.055,1.055,1.055,1.055,4,4,4.0,4.0,1.244,1.091,1.244,1.091,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,83.909,0.347,33.0,22.0,2.156,2.286,48.594,0.524,13.0,8.5,4.5,83.909,0.347,33.0,22.0,2.156,2.286,48.594,0.524,13.0,8.5,4.5,83.909,0.347,33.0,22.0,2.156,2.286,48.594,0.524
458148,YbIr,CsCl,Ir,Yb,3.346,3.346,2.898,1.356,1.939,0.699,1.234,0.863,0.88,1.673,1.225,0.234,-0.368,0.0,0.268,-0.0,0.19,3.346,2.898,1.234,0.88,1.0,1.0,0.368,0.234,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,74.922,0.0,36.0,24.0,2.494,2.366,64.977,0.867,14.0,7.0,7.0,74.922,0.0,36.0,24.0,2.494,2.366,64.977,0.867,14.0,7.0,7.0,74.922,0.0,36.0,24.0,2.494,2.366,64.977,0.867
451385,TmNi,FeB-b,Ni,Tm,2.421,3.507,2.783,1.246,1.726,0.722,0.972,1.016,0.936,1.21,1.572,-0.028,-0.089,0.0,0.103,0.0,0.009,2.421,2.783,0.972,0.936,1.0,1.0,0.089,0.028,0.616,4,4,2,1,1,4,4,2,1,2.0,1.0,2,6,2.0,6.0,1.15,1.007,1.15,1.007,1,1,1.0,1.0,1.0,1.26,1.0,1.26,2,1,2.0,1.0,0,0,0.0,0.0,13.0,4.5,8.5,77.058,0.077,33.0,22.0,2.202,2.26,48.341,0.619,13.0,4.5,8.5,77.058,0.077,33.0,22.0,2.202,2.26,48.341,0.619,13.0,4.5,8.5,77.058,0.077,33.0,22.0,2.202,2.26,48.341,0.619
1954630,DyGa,TlI,Dy,Ga,3.53,3.102,2.812,1.752,1.243,1.409,1.007,1.248,0.939,1.261,1.551,-0.28,0.248,0.286,0.0,0.0,0.14,3.102,2.812,1.248,0.939,1.0,1.0,0.28,0.248,0.507,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.056,1.056,1.056,1.056,4,4,4.0,4.0,1.255,1.103,1.255,1.103,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,94.724,0.361,33.0,22.0,2.252,2.415,54.841,0.53,13.0,8.5,4.5,94.724,0.361,33.0,22.0,2.252,2.415,54.841,0.53,13.0,8.5,4.5,94.724,0.361,33.0,22.0,2.252,2.415,54.841,0.53
525410,PrSb,NaCl,Pr,Sb,4.497,4.497,3.18,1.82,1.434,1.269,1.235,1.568,0.977,2.248,0.932,0.235,-0.35,0.0,0.586,0.0,0.178,4.497,3.18,1.235,0.977,1.0,1.0,0.35,0.235,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,107.192,0.0,18.75,12.5,2.404,2.598,75.363,0.654,6.0,3.0,3.0,42.877,0.0,12.0,8.0,1.836,2.249,25.923,0.605,6.0,9.0,3.0,128.63,0.0,21.0,14.0,2.594,2.714,91.843,0.67
528120,HoPt,FeB-b,Ho,Pt,3.625,2.59,2.793,1.745,1.387,1.258,1.039,0.934,0.892,1.498,1.295,-0.142,-0.066,0.174,0.0,0.0,0.024,2.59,2.793,0.934,0.892,1.0,1.0,0.142,0.066,0.541,4,4,2,1,1,4,4,1,2,1.0,2.0,2,2,2.0,2.0,1.024,1.078,1.024,1.078,1,1,1.0,1.0,1.298,1.0,1.298,1.0,0,0,0.0,0.0,1,2,1.0,2.0,12.5,8.0,4.5,80.022,0.081,31.5,21.0,2.152,2.218,44.524,0.552,12.0,7.5,4.5,74.321,0.078,30.0,20.0,2.088,2.157,39.69,0.538,12.0,8.5,4.5,85.722,0.084,33.0,22.0,2.216,2.278,49.359,0.567
451391,YRh,CsCl,Y,Rh,3.407,3.407,2.951,1.783,1.345,1.326,0.955,1.267,0.943,1.704,1.247,-0.045,-0.072,0.0,0.268,0.0,0.007,3.407,2.951,0.955,0.943,1.0,1.0,0.072,0.045,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,79.094,0.0,36.0,24.0,2.475,2.408,63.484,0.802,14.0,7.0,7.0,79.094,0.0,36.0,24.0,2.475,2.408,63.484,0.802,14.0,7.0,7.0,79.094,0.0,36.0,24.0,2.475,2.408,63.484,0.802
1014318,CoPt,CuAu,Co,Pt,2.69,2.69,2.657,1.25,1.387,0.901,1.076,0.97,1.008,1.345,1.312,0.076,-0.054,0.0,0.025,0.0,0.009,2.69,2.657,1.076,1.008,1.0,1.0,0.076,0.054,0.732,1,1,2,1,1,1,1,8,8,8.0,8.0,12,12,12.0,12.0,1.012,1.012,1.012,1.012,4,4,4.0,4.0,1.012,1.012,1.012,1.012,0,8,0.0,8.0,8,0,8.0,0.0,12.0,6.0,6.0,44.752,0.0,30.0,20.0,1.96,1.855,31.557,0.705,12.0,6.0,6.0,44.752,0.0,30.0,20.0,1.96,1.855,31.557,0.705,12.0,6.0,6.0,44.752,0.0,30.0,20.0,1.96,1.855,31.557,0.705
1949675,HoNi,FeB-b,Ho,Ni,3.542,2.535,2.845,1.745,1.246,1.4,1.015,1.017,0.951,1.578,1.268,-0.096,0.017,0.109,0.0,0.0,0.01,2.535,2.845,1.017,0.951,1.0,1.0,0.096,0.017,0.638,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.001,1.122,1.001,1.122,1,1,1.0,1.0,1.245,1.0,1.245,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,68.045,0.128,29.25,19.5,2.066,2.165,42.04,0.586,8.0,3.5,4.5,37.206,0.102,18.0,12.0,1.582,1.857,18.158,0.459,8.0,8.5,4.5,78.324,0.205,33.0,22.0,2.227,2.268,50.001,0.629
261021,GdSb,NaCl,Gd,Sb,4.391,4.391,3.105,1.787,1.434,1.246,1.229,1.531,0.964,2.196,0.909,0.229,-0.366,0.0,0.586,0.0,0.186,4.391,3.105,1.229,0.964,1.0,1.0,0.366,0.229,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,10.5,7.5,3.0,99.785,0.0,18.75,12.5,2.348,2.537,70.156,0.654,6.0,3.0,3.0,39.914,0.0,12.0,8.0,1.793,2.196,24.132,0.605,6.0,9.0,3.0,119.742,0.0,21.0,14.0,2.533,2.65,85.497,0.67
526643,PdIn,CsCl,In,Pd,3.246,3.246,2.811,1.624,1.376,1.18,0.999,1.18,0.937,1.623,1.188,-0.001,-0.137,0.0,0.268,0.0,0.019,3.246,2.811,0.999,0.937,1.0,1.0,0.137,0.001,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,68.403,0.0,36.0,24.0,2.419,2.295,59.323,0.867,14.0,7.0,7.0,68.403,0.0,36.0,24.0,2.419,2.295,59.323,0.867,14.0,7.0,7.0,68.403,0.0,36.0,24.0,2.419,2.295,59.323,0.867
530021,InSb,ZnS,In,Sb,4.575,4.575,2.802,1.624,1.434,1.132,1.409,1.595,0.916,2.288,0.515,0.409,-0.641,0.0,0.775,0.0,0.578,4.575,2.802,1.409,0.916,1.0,1.0,0.641,0.409,0.749,4,4,2,1,1,4,4,4,4,4.0,4.0,4,4,4.0,4.0,1.633,1.633,1.633,1.633,12,12,12.0,12.0,1.633,1.633,1.633,1.633,0,4,0.0,4.0,4,0,4.0,0.0,4.0,2.0,2.0,11.285,0.001,6.0,4.0,0.934,1.617,3.408,0.302,4.0,2.0,2.0,11.285,0.001,6.0,4.0,0.934,1.617,3.408,0.302,4.0,2.0,2.0,11.285,0.001,6.0,4.0,0.934,1.617,3.408,0.302
528108,TmPd,CsCl,Tm,Pd,3.44,3.44,2.979,1.726,1.376,1.254,0.997,1.25,0.96,1.72,1.259,-0.003,-0.085,0.0,0.268,0.0,0.007,3.44,2.979,0.997,0.96,1.0,1.0,0.085,0.003,0.729,1,1,2,1,1,1,1,8,8,8.0,8.0,8,8,8.0,8.0,1.155,1.155,1.155,1.155,6,6,6.0,6.0,1.155,1.155,1.155,1.155,0,8,0.0,8.0,8,0,8.0,0.0,14.0,7.0,7.0,81.415,0.0,36.0,24.0,2.564,2.432,70.608,0.867,14.0,7.0,7.0,81.415,0.0,36.0,24.0,2.564,2.432,70.608,0.867,14.0,7.0,7.0,81.415,0.0,36.0,24.0,2.564,2.432,70.608,0.867
526657,TmGa,TlI,Tm,Ga,3.469,3.051,2.754,1.726,1.243,1.389,1.005,1.227,0.928,1.228,1.526,-0.288,0.227,0.292,0.0,0.0,0.135,3.051,2.754,1.227,0.928,1.0,1.0,0.288,0.227,0.499,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.065,1.065,1.065,1.065,4,4,4.0,4.0,1.26,1.108,1.26,1.108,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,90.661,0.353,33.0,22.0,2.22,2.383,52.59,0.53,13.0,8.5,4.5,90.661,0.353,33.0,22.0,2.22,2.383,52.59,0.53,13.0,8.5,4.5,90.661,0.353,33.0,22.0,2.22,2.383,52.59,0.53
1949649,ErNi,FeB-b,Er,Ni,3.52,2.545,2.848,1.734,1.246,1.392,1.015,1.021,0.956,1.576,1.272,-0.091,0.021,0.105,0.0,0.0,0.009,2.545,2.848,1.021,0.956,1.0,1.0,0.091,0.021,0.647,4,4,2,1,1,4,4,1,2,1.0,2.0,7,2,7.0,2.0,1.004,1.119,1.004,1.119,2,1,2.0,1.0,1.236,1.0,1.236,1.0,0,0,0.0,0.0,1,2,1.0,2.0,11.75,7.25,4.5,67.246,0.155,29.25,19.5,2.094,2.167,44.226,0.615,8.0,3.5,4.5,36.912,0.129,18.0,12.0,1.596,1.868,18.496,0.473,8.0,8.5,4.5,77.358,0.232,33.0,22.0,2.26,2.266,52.802,0.662
1720543,FeSi,FeSi,Fe,Si,2.744,2.772,2.278,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.906,0.105,-0.23,0.0,0.346,0.0,0.064,2.744,2.278,1.105,0.942,1.0,1.0,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.023,1.023,1.023,1.023,3,3,3.0,3.0,1.205,1.217,1.205,1.217,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.209,0.107,33.0,22.0,1.773,1.862,23.442,0.57,13.0,6.5,6.5,41.209,0.107,33.0,22.0,1.773,1.862,23.442,0.57,13.0,6.5,6.5,41.209,0.107,33.0,22.0,1.773,1.862,23.442,0.57
456429,USb,NaCl,U,Sb,4.387,4.387,3.102,1.377,1.434,0.96,1.593,1.53,1.104,2.194,0.909,0.593,-0.366,0.0,0.586,0.0,0.486,4.387,3.102,1.593,1.104,1.0,1.0,0.593,0.366,0.793,4,4,2,1,1,4,4,6,6,6.0,6.0,6,6,6.0,6.0,1.414,1.414,1.414,1.414,12,12,12.0,12.0,1.414,1.414,1.414,1.414,0,6,0.0,6.0,6,0,6.0,0.0,6.0,3.0,3.0,39.798,0.0,12.0,8.0,1.791,2.193,24.062,0.605,6.0,3.0,3.0,39.798,0.0,12.0,8.0,1.791,2.193,24.062,0.605,6.0,3.0,3.0,39.798,0.0,12.0,8.0,1.791,2.193,24.062,0.605
453551,NdGe,TlI,Nd,Ge,3.685,2.538,3.099,1.813,1.225,1.48,1.016,1.036,1.02,1.83,1.269,0.009,0.036,0.007,0.0,0.0,0.001,2.538,3.099,1.036,1.02,1.0,1.0,0.036,0.009,0.693,4,4,2,1,1,4,4,4,2,4.0,2.0,7,2,7.0,2.0,1.031,1.221,1.031,1.221,1,4,1.0,4.0,1.189,1.0,1.189,1.0,0,0,0.0,0.0,4,2,4.0,2.0,13.0,8.5,4.5,98.793,0.109,33.0,22.0,2.442,2.523,66.61,0.655,13.0,8.5,4.5,98.793,0.109,33.0,22.0,2.442,2.523,66.61,0.655,13.0,8.5,4.5,98.793,0.109,33.0,22.0,2.442,2.523,66.61,0.655
451420,DyGa,TlI,Dy,Ga,3.665,2.595,3.045,1.752,1.243,1.409,1.046,1.044,1.017,1.747,1.298,-0.003,0.044,0.046,0.0,0.0,0.002,2.595,3.045,1.044,1.017,1.0,1.0,0.044,0.003,0.662,4,4,2,1,1,4,4,4,2,4.0,2.0,7,2,7.0,2.0,1.023,1.173,1.023,1.173,1,4,1.0,4.0,1.204,1.0,1.204,1.0,0,0,0.0,0.0,4,2,4.0,2.0,13.0,8.5,4.5,95.224,0.134,33.0,22.0,2.434,2.49,65.24,0.674,13.0,8.5,4.5,95.224,0.134,33.0,22.0,2.434,2.49,65.24,0.674,13.0,8.5,4.5,95.224,0.134,33.0,22.0,2.434,2.49,65.24,0.674
1720557,FeSi,FeSi,Fe,Si,2.744,2.772,2.278,1.242,1.176,1.056,1.105,1.179,0.942,1.372,0.906,0.105,-0.23,0.0,0.346,0.0,0.064,2.744,2.278,1.105,0.942,1.0,1.0,0.23,0.105,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.022,1.022,1.022,1.022,3,3,3.0,3.0,1.205,1.217,1.205,1.217,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.216,0.107,33.0,22.0,1.772,1.862,23.436,0.57,13.0,6.5,6.5,41.216,0.107,33.0,22.0,1.772,1.862,23.436,0.57,13.0,6.5,6.5,41.216,0.107,33.0,22.0,1.772,1.862,23.436,0.57
534284,TbGe,TlI,Tb,Ge,3.454,3.028,2.771,1.764,1.225,1.44,0.979,1.236,0.927,1.257,1.514,-0.287,0.236,0.272,0.0,0.0,0.138,3.028,2.771,1.236,0.927,1.0,1.0,0.287,0.236,0.51,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.051,1.051,1.051,1.051,4,4,4.0,4.0,1.246,1.093,1.246,1.093,0,1,0.0,1.0,1,0,1.0,0.0,13.0,8.5,4.5,89.684,0.356,33.0,22.0,2.208,2.346,52.079,0.527,13.0,8.5,4.5,89.684,0.356,33.0,22.0,2.208,2.346,52.079,0.527,13.0,8.5,4.5,89.684,0.356,33.0,22.0,2.208,2.346,52.079,0.527
454570,LaNi,TlI,La,Ni,3.61,3.198,2.795,1.871,1.246,1.502,0.965,1.283,0.897,1.196,1.599,-0.361,0.283,0.337,-0.0,-0.0,0.21,3.198,2.795,1.283,0.897,1.0,1.0,0.361,0.283,0.527,4,4,2,1,1,4,4,1,1,1.0,1.0,1,1,1.0,1.0,1.054,1.054,1.054,1.054,4,4,4.0,4.0,1.292,1.144,1.292,1.144,0,1,0.0,1.0,1,0,1.0,0.0,12.75,8.25,4.5,89.242,0.359,32.25,21.5,2.156,2.281,48.204,0.493,12.0,7.5,4.5,80.498,0.358,30.0,20.0,1.955,2.186,32.77,0.402,12.0,8.5,4.5,92.157,0.362,33.0,22.0,2.222,2.313,53.348,0.523
534290,CeGe,FeB-b,Ce,Ge,3.822,2.506,3.122,1.819,1.225,1.485,1.051,1.023,1.026,1.869,1.253,0.027,0.023,0.022,0.0,0.0,0.001,2.506,3.122,1.023,1.026,1.0,1.0,0.027,0.023,0.696,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.01,1.246,1.01,1.246,2,2,2.0,2.0,1.224,1.0,1.224,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,102.392,0.089,33.0,22.0,2.483,2.561,70.123,0.664,13.0,8.5,4.5,102.392,0.089,33.0,22.0,2.483,2.561,70.123,0.664,13.0,8.5,4.5,102.392,0.089,33.0,22.0,2.483,2.561,70.123,0.664
1731466,FeSi,FeSi,Fe,Si,2.751,2.777,2.283,1.242,1.176,1.056,1.107,1.181,0.944,1.376,0.907,0.107,-0.228,0.0,0.346,0.0,0.064,2.751,2.283,1.107,0.944,1.0,1.0,0.228,0.107,0.622,4,4,2,1,1,4,4,1,1,1.0,1.0,4,4,4.0,4.0,1.025,1.025,1.025,1.025,3,3,3.0,3.0,1.205,1.216,1.205,1.216,0,1,0.0,1.0,1,0,1.0,0.0,13.0,6.5,6.5,41.478,0.1,33.0,22.0,1.781,1.872,23.766,0.574,13.0,6.5,6.5,41.478,0.1,33.0,22.0,1.781,1.872,23.766,0.574,13.0,6.5,6.5,41.478,0.1,33.0,22.0,1.781,1.872,23.766,0.574
1614989,CeGe,FeB-b,Ce,Ge,3.83,2.511,3.134,1.819,1.225,1.485,1.053,1.025,1.03,1.878,1.256,0.033,0.025,0.019,0.0,0.0,0.002,2.511,3.134,1.025,1.03,1.0,1.0,0.033,0.025,0.699,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.009,1.248,1.009,1.248,2,2,2.0,2.0,1.222,1.0,1.222,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,103.294,0.088,33.0,22.0,2.487,2.567,70.447,0.662,13.0,8.5,4.5,103.294,0.088,33.0,22.0,2.487,2.567,70.447,0.662,13.0,8.5,4.5,103.294,0.088,33.0,22.0,2.487,2.567,70.447,0.662
1010022,NiSb,NiAs,Ni,Sb,2.56,3.428,2.615,1.246,1.434,0.869,1.027,1.195,0.976,1.28,1.335,0.027,-0.069,0.0,0.221,0.0,0.006,2.56,2.615,1.027,0.976,1.0,1.0,0.069,0.027,0.542,2,2,2,1,1,2,2,2,6,2.0,6.0,8,6,8.0,6.0,1.021,1.311,1.021,1.311,6,4,6.0,4.0,1.0,1.311,1.0,1.311,2,6,2.0,6.0,0,0,0.0,0.0,11.5,4.0,7.5,59.818,0.0,21.75,14.5,1.91,1.98,35.698,0.578,7.0,4.0,3.0,23.062,0.0,15.0,10.0,1.43,1.427,12.639,0.54,7.0,4.0,9.0,72.07,0.0,24.0,16.0,2.07,2.165,43.384,0.59
558202,PrGa,TlI,Pr,Ga,3.675,3.226,2.937,1.82,1.243,1.464,1.01,1.298,0.959,1.324,1.613,-0.273,0.298,0.279,0.0,0.0,0.163,3.226,2.937,1.298,0.959,1.0,1.0,0.298,0.273,0.516,4,4,2,1,1,4,4,1,1,1.0,1.0,5,5,5.0,5.0,1.045,1.045,1.045,1.045,4,4,4.0,4.0,1.251,1.098,1.251,1.098,0,1,0.0,1.0,1,0,1.0,0.0,14.0,8.5,5.5,117.758,0.329,34.5,23.0,2.448,2.577,68.433,0.544,13.0,8.5,4.5,105.736,0.186,33.0,22.0,2.334,2.5,60.949,0.528,13.0,8.5,8.5,153.826,0.377,39.0,26.0,2.788,2.808,90.884,0.592
451554,NdSi,FeB-b,Nd,Si,3.714,2.421,3.036,1.813,1.176,1.542,1.024,1.029,1.016,1.826,1.21,0.007,0.029,0.017,0.0,0.0,0.001,2.421,3.036,1.029,1.016,1.0,1.0,0.029,0.007,0.7,4,4,2,1,1,4,4,2,2,2.0,2.0,5,2,5.0,2.0,1.009,1.254,1.009,1.254,2,2,2.0,2.0,1.223,1.0,1.223,1.0,0,0,0.0,0.0,2,2,2.0,2.0,13.0,8.5,4.5,94.096,0.086,33.0,22.0,2.402,2.484,63.878,0.654,13.0,8.5,4.5,94.096,0.086,33.0,22.0,2.402,2.484,63.878,0.654,13.0,8.5,4.5,94.096,0.086,33.0,22.0,2.402,2.484,63.878,0.654
