,Component_1 (24.982%),Component_2 (7.833%),Component_3 (3.916%),Component_4 (6.497%),Component_5 (2.502%),Component_6 (2.771%),Component_7 (1.387%),Component_8 (2.172%),Component_9 (1.739%),Component_10 (1.422%)
dev_GV,0.021,0.012,0.008,-0.008,-0.014,-0.032,-0.016,0.034,0.007,0.005
dev_KV,0.025,0.003,0.024,-0.002,0.006,-0.006,0.01,0.032,-0.004,-0.01
dev_X,-0.006,0.028,-0.006,-0.025,-0.019,-0.02,-0.003,0.006,0.012,0.052
dev_X_add_voro_coord,-0.009,-0.015,-0.018,-0.009,0.008,-0.03,0.0,0.011,-0.009,0.001
dev_X_mult_voro_coord,0.02,0.009,0.006,-0.003,0.012,-0.028,-0.027,0.014,-0.0,0.001
dev_X_subs_atom_mass,-0.002,-0.021,0.019,-0.03,0.019,0.003,0.001,-0.0,-0.033,0.024
dev_X_subs_atom_rad,-0.008,0.017,0.001,-0.031,-0.03,-0.012,-0.008,-0.004,0.011,0.017
dev_X_subs_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_X_subs_elec_aff,0.002,-0.005,0.011,0.032,-0.033,-0.028,-0.03,0.001,0.028,0.038
dev_X_subs_first_ion_en,-0.017,0.005,-0.008,-0.015,0.032,0.005,-0.001,-0.008,-0.017,0.028
dev_X_subs_hfus,-0.0,0.035,-0.01,-0.014,-0.028,-0.022,-0.004,0.004,0.009,0.04
dev_X_subs_mol_vol,-0.003,-0.027,0.052,0.004,-0.022,0.014,0.001,0.037,-0.008,0.021
dev_X_subs_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_X_subs_polzbl,-0.015,0.005,0.013,-0.031,-0.024,0.007,0.008,-0.005,-0.004,-0.006
dev_X_subs_therm_cond,0.012,-0.011,-0.01,-0.027,-0.01,0.0,-0.013,0.022,0.006,0.013
dev_X_subs_voro_coord,-0.018,-0.019,-0.009,0.001,-0.019,-0.032,0.01,0.0,-0.008,0.004
dev_Z,-0.002,-0.022,0.015,-0.031,0.02,0.003,0.001,-0.001,-0.035,0.026
dev_atom_mass,-0.002,-0.022,0.019,-0.03,0.02,0.003,0.001,-0.0,-0.033,0.025
dev_atom_mass_add_X,-0.002,-0.022,0.019,-0.029,0.021,0.003,0.001,-0.0,-0.034,0.025
dev_atom_mass_add_atom_rad,-0.002,-0.022,0.019,-0.03,0.02,0.003,0.001,-0.0,-0.034,0.025
dev_atom_mass_add_therm_cond,0.017,0.02,-0.0,-0.006,0.025,-0.013,0.003,0.038,0.029,0.058
dev_atom_mass_add_voro_coord,-0.002,-0.021,0.017,-0.029,0.017,0.003,0.004,-0.003,-0.036,0.025
dev_atom_mass_divi_atom_rad,0.008,-0.013,0.018,-0.024,0.038,-0.001,-0.0,-0.006,-0.029,0.042
dev_atom_mass_divi_bp,-0.007,-0.002,-0.003,-0.01,-0.004,-0.01,-0.0,-0.01,-0.035,0.023
dev_atom_mass_divi_first_ion_en,-0.01,-0.01,0.01,-0.037,0.002,0.003,0.001,-0.012,-0.034,-0.001
dev_atom_mass_divi_hfus,-0.015,0.001,-0.003,-0.025,0.022,0.014,-0.032,-0.031,-0.014,-0.012
dev_atom_mass_divi_mol_vol,0.022,0.001,0.01,-0.015,0.038,-0.014,0.009,0.001,-0.008,0.017
dev_atom_mass_divi_mp,-0.01,0.007,-0.006,-0.004,0.04,0.031,-0.012,0.034,-0.025,-0.012
dev_atom_mass_divi_polzbl,0.004,0.017,0.02,-0.0,0.025,-0.021,0.002,-0.031,0.001,0.03
dev_atom_mass_divi_therm_cond,-0.016,-0.007,0.013,-0.032,-0.011,-0.007,-0.041,-0.017,-0.02,-0.013
dev_atom_mass_divi_voro_coord,-0.006,0.005,-0.022,-0.037,0.037,-0.027,-0.048,0.007,0.031,-0.007
dev_atom_mass_mult_X,0.012,0.011,0.009,-0.016,0.032,-0.017,0.003,-0.011,0.005,0.069
dev_atom_mass_mult_atom_rad,-0.009,-0.02,0.018,-0.031,0.003,0.005,0.003,0.002,-0.029,0.007
dev_atom_mass_mult_therm_cond,0.023,0.028,0.003,-0.016,0.024,-0.024,-0.018,0.013,0.019,0.04
dev_atom_mass_mult_voro_coord,-0.004,-0.002,0.009,-0.024,0.007,-0.007,0.008,-0.02,-0.032,0.023
dev_atom_mass_subs_X,-0.002,-0.021,0.019,-0.03,0.019,0.003,0.001,-0.0,-0.033,0.024
dev_atom_mass_subs_atom_rad,-0.002,-0.021,0.019,-0.03,0.02,0.003,0.001,-0.0,-0.033,0.025
dev_atom_mass_subs_bp,-0.001,0.032,-0.008,-0.001,0.005,-0.046,0.01,0.006,-0.044,-0.009
dev_atom_mass_subs_elec_aff,-0.002,-0.022,0.019,-0.03,0.019,0.003,0.001,-0.0,-0.034,0.023
dev_atom_mass_subs_first_ion_en,-0.002,-0.02,0.017,-0.031,0.02,0.005,0.003,-0.0,-0.033,0.023
dev_atom_mass_subs_hfus,-0.002,-0.022,0.019,-0.03,0.02,0.003,0.001,-0.0,-0.033,0.025
dev_atom_mass_subs_mol_vol,0.001,-0.019,0.015,-0.032,0.025,0.002,0.004,-0.003,-0.033,0.02
dev_atom_mass_subs_mp,-0.004,0.016,0.008,0.015,0.006,-0.021,0.002,0.055,-0.017,-0.01
dev_atom_mass_subs_polzbl,0.003,-0.019,0.018,-0.027,0.031,0.004,0.003,0.002,-0.028,0.032
dev_atom_mass_subs_therm_cond,-0.0,-0.028,0.006,-0.03,-0.003,0.009,-0.006,0.006,-0.015,0.013
dev_atom_mass_subs_voro_coord,-0.002,-0.021,0.02,-0.029,0.023,0.004,-0.002,0.002,-0.03,0.024
dev_atom_rad,-0.018,-0.03,0.014,-0.023,-0.037,-0.015,-0.022,0.003,-0.027,0.015
dev_atom_rad_add_X,0.002,0.029,-0.018,-0.005,-0.009,-0.027,0.003,0.015,0.012,0.076
dev_atom_rad_add_therm_cond,0.012,-0.01,-0.011,-0.028,-0.01,-0.0,-0.013,0.023,0.005,0.013
dev_atom_rad_add_voro_coord,-0.016,-0.02,-0.015,-0.002,-0.009,-0.029,0.009,0.005,-0.011,0.005
dev_atom_rad_divi_atom_mass,0.01,-0.02,-0.019,-0.028,0.014,0.008,0.005,0.001,-0.026,0.027
dev_atom_rad_divi_bp,-0.003,0.019,-0.011,-0.004,-0.008,-0.03,0.011,-0.004,-0.031,0.003
dev_atom_rad_divi_first_ion_en,-0.019,-0.006,0.009,-0.033,-0.016,-0.001,-0.01,-0.023,-0.018,-0.003
dev_atom_rad_divi_hfus,-0.015,0.001,-0.007,-0.014,0.018,0.013,-0.044,-0.031,-0.011,-0.021
dev_atom_rad_divi_mol_vol,0.019,-0.012,0.02,0.028,-0.012,0.01,0.01,0.016,-0.02,-0.015
dev_atom_rad_divi_mp,-0.015,0.003,0.006,0.015,0.025,0.021,-0.02,0.043,-0.003,-0.004
dev_atom_rad_divi_polzbl,-0.018,0.007,0.005,-0.029,-0.009,0.006,0.02,-0.005,-0.017,-0.006
dev_atom_rad_divi_therm_cond,-0.013,0.0,0.005,-0.035,-0.014,-0.005,-0.041,-0.017,-0.02,-0.016
dev_atom_rad_divi_voro_coord,-0.006,0.002,-0.022,-0.034,0.032,-0.032,-0.051,0.007,0.028,-0.014
dev_atom_rad_mult_X,0.005,0.036,-0.021,-0.007,-0.012,-0.022,0.012,0.011,0.027,0.067
dev_atom_rad_mult_therm_cond,0.014,0.004,-0.013,-0.029,0.001,0.003,-0.015,0.028,0.011,0.024
dev_atom_rad_mult_voro_coord,-0.023,-0.026,0.004,-0.0,-0.04,-0.029,0.003,-0.009,-0.023,-0.002
dev_atom_rad_subs_X,-0.008,0.017,0.001,-0.031,-0.03,-0.012,-0.008,-0.004,0.011,0.017
dev_atom_rad_subs_atom_mass,-0.002,-0.021,0.019,-0.03,0.02,0.003,0.001,-0.0,-0.033,0.025
dev_atom_rad_subs_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_atom_rad_subs_elec_aff,0.003,-0.027,0.025,-0.017,-0.007,-0.003,-0.001,-0.024,0.027,0.001
dev_atom_rad_subs_first_ion_en,-0.017,0.002,0.001,-0.029,0.013,-0.001,0.006,-0.018,-0.01,0.025
dev_atom_rad_subs_hfus,-0.01,-0.034,0.001,-0.03,-0.03,-0.011,-0.015,-0.012,-0.014,-0.002
dev_atom_rad_subs_mol_vol,-0.002,-0.034,0.055,0.011,-0.02,0.015,-0.0,0.038,-0.011,0.02
dev_atom_rad_subs_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_atom_rad_subs_polzbl,-0.016,0.004,0.014,-0.031,-0.023,0.008,0.008,-0.005,-0.005,-0.007
dev_atom_rad_subs_therm_cond,0.012,-0.01,-0.01,-0.028,-0.011,-0.0,-0.014,0.022,0.005,0.012
dev_atom_rad_subs_voro_coord,-0.012,-0.013,-0.019,-0.008,0.004,-0.026,0.009,0.01,-0.002,-0.0
dev_avg_ion_rad,-0.013,-0.027,0.005,-0.02,-0.046,-0.018,-0.027,-0.006,-0.019,0.025
dev_block,-0.016,0.008,-0.026,-0.036,0.003,0.004,0.045,0.021,-0.014,-0.005
dev_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_add_X,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_add_atom_mass,0.0,0.033,-0.01,-0.008,0.016,-0.04,0.016,0.012,-0.033,0.007
dev_bp_add_atom_rad,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_add_mp,0.005,0.038,-0.011,-0.002,0.01,-0.041,0.017,0.03,-0.04,-0.016
dev_bp_add_therm_cond,0.001,0.032,-0.008,-0.001,0.006,-0.048,0.008,0.007,-0.042,-0.007
dev_bp_add_voro_coord,-0.0,0.033,-0.009,-0.005,0.011,-0.042,0.014,0.01,-0.037,0.0
dev_bp_divi_atom_mass,0.006,-0.029,-0.02,-0.023,-0.002,0.002,0.004,-0.004,-0.027,0.013
dev_bp_divi_atom_rad,0.007,0.002,-0.0,-0.011,-0.005,-0.04,-0.004,0.002,-0.041,0.002
dev_bp_divi_first_ion_en,-0.021,-0.002,0.018,-0.001,-0.013,-0.031,0.009,-0.01,-0.02,-0.007
dev_bp_divi_hfus,-0.02,-0.008,-0.001,-0.011,0.024,0.02,-0.02,-0.018,-0.001,-0.017
dev_bp_divi_mol_vol,0.019,-0.002,0.025,0.01,-0.001,0.001,0.022,0.03,-0.027,-0.021
dev_bp_divi_mp,-0.018,-0.003,0.009,0.017,0.022,0.024,-0.023,0.035,-0.001,0.0
dev_bp_divi_polzbl,-0.001,-0.018,0.023,-0.029,-0.005,0.009,0.004,0.004,-0.022,0.003
dev_bp_divi_therm_cond,-0.01,0.009,-0.007,-0.044,-0.001,0.001,-0.028,-0.012,-0.011,-0.017
dev_bp_divi_voro_coord,-0.006,-0.003,-0.024,-0.037,0.03,-0.032,-0.056,0.004,0.022,-0.021
dev_bp_mult_X,0.014,0.017,0.014,-0.014,0.001,-0.028,-0.013,0.013,-0.005,0.046
dev_bp_mult_atom_mass,0.003,-0.002,0.015,-0.033,0.032,-0.01,0.01,-0.003,-0.022,0.007
dev_bp_mult_atom_rad,-0.015,-0.002,0.008,-0.014,-0.007,-0.026,0.015,0.008,-0.027,-0.017
dev_bp_mult_mp,0.008,0.029,0.006,0.005,0.006,-0.044,0.006,0.033,-0.03,-0.023
dev_bp_mult_therm_cond,0.018,-0.001,-0.009,-0.026,-0.003,-0.005,-0.004,0.034,0.012,0.016
dev_bp_mult_voro_coord,0.001,0.012,-0.018,-0.018,0.027,-0.013,0.05,0.033,0.004,0.027
dev_bp_subs_X,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_subs_atom_mass,-0.001,0.032,-0.008,-0.001,0.005,-0.046,0.01,0.006,-0.044,-0.009
dev_bp_subs_atom_rad,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_subs_elec_aff,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_subs_first_ion_en,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_subs_hfus,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_bp_subs_mol_vol,0.0,0.033,-0.009,-0.005,0.011,-0.043,0.014,0.01,-0.038,-0.0
dev_bp_subs_mp,-0.014,0.01,0.006,-0.001,0.014,-0.003,0.004,-0.001,-0.019,0.011
dev_bp_subs_polzbl,0.0,0.033,-0.009,-0.004,0.01,-0.043,0.013,0.009,-0.039,-0.001
dev_bp_subs_therm_cond,-0.001,0.032,-0.01,-0.007,0.014,-0.039,0.017,0.011,-0.035,0.003
dev_bp_subs_voro_coord,-0.0,0.033,-0.009,-0.004,0.01,-0.044,0.012,0.009,-0.039,-0.002
dev_coulmn,0.0,0.014,-0.025,-0.021,0.017,0.037,0.079,0.039,-0.0,0.009
dev_e1,0.017,0.009,-0.042,-0.033,0.043,0.054,0.055,0.021,-0.01,-0.058
dev_e2,0.007,-0.005,-0.024,-0.014,0.028,0.041,0.025,0.019,-0.02,-0.069
dev_e3,0.022,0.026,-0.053,-0.042,0.056,0.075,0.087,0.037,0.004,-0.026
dev_elec_aff,0.006,-0.023,0.024,-0.005,0.013,0.001,0.006,-0.005,0.048,0.044
dev_elec_aff_add_X,0.001,0.006,0.008,-0.024,-0.003,-0.013,0.002,-0.006,0.034,0.054
dev_elec_aff_add_atom_mass,-0.002,-0.021,0.019,-0.029,0.021,0.003,0.001,-0.0,-0.033,0.026
dev_elec_aff_add_atom_rad,0.001,-0.021,0.032,0.028,0.008,-0.013,-0.024,0.011,0.028,0.059
dev_elec_aff_add_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_elec_aff_add_mol_vol,-0.003,-0.038,0.056,0.018,-0.025,0.012,-0.009,0.036,-0.012,0.025
dev_elec_aff_add_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_elec_aff_add_therm_cond,0.012,-0.01,-0.01,-0.028,-0.011,-0.0,-0.013,0.022,0.005,0.012
dev_elec_aff_add_voro_coord,-0.01,-0.005,-0.021,-0.015,0.018,-0.023,0.007,0.015,0.001,0.023
dev_elec_aff_mult_X,0.008,-0.008,0.018,-0.016,0.017,-0.004,0.004,-0.016,0.041,0.041
dev_elec_aff_mult_atom_mass,0.009,-0.0,0.034,0.002,0.039,-0.013,-0.01,-0.015,0.02,0.05
dev_elec_aff_mult_atom_rad,0.005,-0.017,0.034,0.009,0.018,0.001,0.002,0.004,0.057,0.055
dev_elec_aff_mult_bp,0.016,-0.017,0.032,-0.004,0.015,-0.008,-0.011,-0.001,0.027,0.04
dev_elec_aff_mult_mol_vol,-0.014,-0.048,0.035,0.044,-0.022,-0.02,0.016,0.001,0.053,0.043
dev_elec_aff_mult_mp,0.017,-0.016,0.035,-0.001,0.012,-0.014,-0.026,-0.002,0.013,0.02
dev_elec_aff_mult_therm_cond,0.02,-0.017,-0.004,-0.023,-0.005,-0.0,0.005,0.016,0.022,0.019
dev_elec_aff_mult_voro_coord,0.021,0.007,0.026,-0.006,0.038,-0.003,-0.018,0.007,0.027,0.045
dev_elec_aff_subs_X,0.002,-0.005,0.011,0.032,-0.033,-0.028,-0.03,0.001,0.028,0.038
dev_elec_aff_subs_atom_mass,-0.002,-0.022,0.019,-0.03,0.019,0.003,0.001,-0.0,-0.034,0.023
dev_elec_aff_subs_atom_rad,0.003,-0.027,0.025,-0.017,-0.007,-0.003,-0.001,-0.024,0.027,0.001
dev_elec_aff_subs_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_elec_aff_subs_first_ion_en,-0.015,0.008,-0.014,-0.008,0.004,-0.013,-0.005,-0.02,-0.024,0.026
dev_elec_aff_subs_hfus,0.009,-0.012,0.03,0.0,0.022,0.005,0.011,-0.005,0.049,0.05
dev_elec_aff_subs_mol_vol,-0.003,-0.028,0.052,0.0,-0.016,0.015,0.005,0.037,-0.011,0.018
dev_elec_aff_subs_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_elec_aff_subs_polzbl,-0.015,0.002,0.015,-0.031,-0.024,0.007,0.007,-0.008,-0.004,-0.008
dev_elec_aff_subs_therm_cond,0.012,-0.01,-0.011,-0.028,-0.01,0.0,-0.014,0.023,0.006,0.013
dev_elec_aff_subs_voro_coord,-0.018,-0.029,-0.006,0.004,-0.018,-0.032,0.011,0.001,-0.006,-0.002
dev_first_ion_en,-0.016,0.006,-0.002,-0.023,0.02,-0.003,0.007,-0.013,-0.012,0.035
dev_first_ion_en_add_X,-0.015,0.01,-0.001,-0.026,0.011,-0.006,0.009,-0.006,-0.003,0.047
dev_first_ion_en_add_atom_mass,-0.002,-0.023,0.02,-0.028,0.02,0.002,-0.001,0.0,-0.034,0.027
dev_first_ion_en_add_atom_rad,-0.015,0.007,-0.002,-0.013,0.022,-0.008,0.001,-0.007,-0.016,0.04
dev_first_ion_en_add_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_first_ion_en_add_elec_aff,-0.012,-0.003,0.006,-0.022,0.022,-0.003,0.008,-0.016,-0.0,0.036
dev_first_ion_en_add_mol_vol,-0.009,-0.045,0.062,0.034,-0.033,-0.006,-0.018,0.037,-0.011,0.04
dev_first_ion_en_add_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_first_ion_en_add_therm_cond,0.012,-0.009,-0.011,-0.029,-0.01,-0.0,-0.012,0.022,0.004,0.012
dev_first_ion_en_add_voro_coord,-0.004,-0.011,-0.013,-0.014,0.03,-0.017,-0.002,0.037,-0.005,0.016
dev_first_ion_en_divi_atom_mass,0.005,-0.029,-0.02,-0.027,-0.004,-0.001,-0.002,-0.012,-0.029,0.008
dev_first_ion_en_divi_atom_rad,-0.016,-0.019,0.002,-0.034,-0.012,-0.01,-0.007,-0.019,-0.019,0.007
dev_first_ion_en_divi_bp,-0.023,0.004,0.007,0.015,-0.012,-0.039,0.01,-0.019,-0.013,-0.001
dev_first_ion_en_divi_hfus,-0.012,-0.001,-0.015,-0.004,0.026,0.019,-0.045,-0.009,-0.0,-0.015
dev_first_ion_en_divi_mol_vol,0.015,-0.01,0.029,-0.001,-0.007,0.019,0.012,0.019,-0.031,-0.018
dev_first_ion_en_divi_mp,-0.017,0.014,-0.005,0.014,0.017,0.012,0.008,0.047,-0.004,-0.01
dev_first_ion_en_divi_polzbl,-0.017,-0.008,0.004,-0.033,-0.007,0.004,0.016,-0.018,-0.015,-0.012
dev_first_ion_en_divi_therm_cond,-0.014,-0.02,0.021,-0.019,-0.011,-0.008,-0.053,-0.006,-0.01,-0.006
dev_first_ion_en_divi_voro_coord,-0.014,-0.01,-0.019,-0.028,0.019,-0.042,-0.045,0.0,0.024,-0.01
dev_first_ion_en_mult_X,-0.01,0.023,-0.001,-0.03,0.003,-0.009,0.009,-0.006,0.014,0.043
dev_first_ion_en_mult_atom_mass,0.002,-0.022,0.032,-0.01,0.033,-0.012,-0.021,-0.018,-0.029,0.038
dev_first_ion_en_mult_atom_rad,-0.018,-0.019,0.002,0.023,0.003,-0.021,-0.019,0.02,0.007,0.06
dev_first_ion_en_mult_bp,0.013,0.023,0.004,-0.019,0.028,-0.024,-0.002,0.009,-0.042,0.01
dev_first_ion_en_mult_elec_aff,0.005,-0.018,0.022,-0.01,0.02,-0.001,0.005,-0.018,0.038,0.035
dev_first_ion_en_mult_mol_vol,-0.013,-0.034,0.055,0.057,-0.039,-0.027,-0.012,0.015,-0.005,0.018
dev_first_ion_en_mult_mp,0.004,0.008,0.02,0.0,0.031,-0.005,-0.011,0.041,-0.02,0.004
dev_first_ion_en_mult_therm_cond,0.013,-0.01,-0.011,-0.033,-0.005,0.004,0.003,0.027,0.005,0.009
dev_first_ion_en_mult_voro_coord,0.006,-0.013,0.005,-0.005,0.026,-0.016,0.0,0.026,-0.012,-0.012
dev_first_ion_en_subs_X,-0.017,0.005,-0.008,-0.015,0.032,0.005,-0.001,-0.008,-0.017,0.028
dev_first_ion_en_subs_atom_mass,-0.002,-0.02,0.017,-0.031,0.02,0.005,0.003,-0.0,-0.033,0.023
dev_first_ion_en_subs_atom_rad,-0.017,0.002,0.001,-0.029,0.013,-0.001,0.006,-0.018,-0.01,0.025
dev_first_ion_en_subs_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_first_ion_en_subs_elec_aff,-0.015,0.008,-0.014,-0.008,0.004,-0.013,-0.005,-0.02,-0.024,0.026
dev_first_ion_en_subs_hfus,-0.015,0.009,-0.001,-0.02,0.021,-0.003,0.007,-0.013,-0.012,0.035
dev_first_ion_en_subs_mol_vol,0.001,-0.014,0.04,-0.014,-0.011,0.025,0.018,0.032,-0.007,0.007
dev_first_ion_en_subs_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_first_ion_en_subs_polzbl,-0.016,0.004,0.014,-0.032,-0.02,0.009,0.009,-0.009,-0.004,-0.009
dev_first_ion_en_subs_therm_cond,0.012,-0.011,-0.01,-0.026,-0.01,-0.0,-0.015,0.022,0.007,0.013
dev_first_ion_en_subs_voro_coord,-0.024,-0.031,0.007,0.011,-0.034,-0.035,0.01,-0.018,-0.009,0.007
dev_hfus,-0.0,-0.034,-0.019,-0.022,-0.001,0.002,0.003,-0.0,0.007,0.001
dev_hfus_add_X,-0.007,0.016,-0.008,-0.029,-0.022,-0.02,-0.003,0.005,0.016,0.051
dev_hfus_add_atom_mass,-0.002,-0.021,0.019,-0.029,0.02,0.003,0.001,-0.0,-0.034,0.025
dev_hfus_add_atom_rad,-0.02,-0.015,0.023,0.001,-0.03,-0.017,-0.033,0.017,-0.04,0.021
dev_hfus_add_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_hfus_add_elec_aff,0.005,-0.03,0.016,-0.009,0.007,0.0,0.004,-0.004,0.045,0.037
dev_hfus_add_first_ion_en,-0.016,0.001,-0.003,-0.024,0.018,-0.004,0.006,-0.013,-0.012,0.032
dev_hfus_add_mol_vol,-0.003,-0.034,0.056,0.012,-0.022,0.013,-0.003,0.037,-0.012,0.021
dev_hfus_add_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_hfus_add_polzbl,-0.016,0.004,0.014,-0.031,-0.024,0.007,0.007,-0.005,-0.007,-0.007
dev_hfus_add_therm_cond,0.012,-0.01,-0.011,-0.028,-0.01,-0.0,-0.014,0.022,0.005,0.012
dev_hfus_add_voro_coord,-0.013,-0.012,-0.021,-0.008,0.004,-0.025,0.012,0.013,-0.003,0.007
dev_hfus_divi_atom_mass,0.006,-0.033,-0.022,-0.019,-0.008,-0.001,0.007,-0.006,-0.009,-0.001
dev_hfus_divi_atom_rad,0.002,-0.034,-0.02,-0.024,-0.003,0.002,0.008,-0.002,0.006,0.001
dev_hfus_divi_bp,-0.014,-0.041,-0.016,-0.01,-0.002,-0.005,0.023,-0.008,0.01,0.0
dev_hfus_divi_first_ion_en,0.002,-0.03,-0.026,-0.022,0.003,0.009,0.008,0.009,0.009,0.005
dev_hfus_divi_mol_vol,0.007,-0.028,0.006,-0.026,-0.01,-0.004,-0.002,0.017,-0.007,-0.006
dev_hfus_divi_mp,-0.017,-0.043,-0.011,-0.005,-0.02,-0.017,0.024,-0.001,0.002,0.001
dev_hfus_divi_polzbl,-0.001,-0.037,-0.016,-0.026,-0.004,0.003,0.016,-0.008,0.002,-0.007
dev_hfus_divi_therm_cond,-0.011,-0.013,0.024,0.011,-0.01,-0.001,-0.019,0.008,-0.002,-0.008
dev_hfus_divi_voro_coord,-0.008,-0.047,-0.005,-0.002,-0.027,-0.031,-0.014,-0.024,-0.015,-0.024
dev_hfus_mult_X,0.001,-0.029,-0.015,-0.026,-0.005,-0.005,0.007,-0.001,0.017,0.008
dev_hfus_mult_atom_mass,0.006,-0.002,0.03,0.012,0.008,-0.04,-0.036,-0.019,-0.015,0.017
dev_hfus_mult_atom_rad,-0.003,-0.03,-0.021,-0.018,0.007,0.006,-0.001,0.006,0.008,0.002
dev_hfus_mult_bp,0.009,-0.03,-0.008,-0.017,-0.01,-0.015,-0.01,0.006,-0.002,-0.001
dev_hfus_mult_elec_aff,0.005,-0.037,-0.003,-0.016,-0.006,-0.006,0.003,-0.008,0.017,0.004
dev_hfus_mult_first_ion_en,-0.001,-0.034,-0.017,-0.023,-0.001,-0.001,0.006,-0.005,0.007,-0.002
dev_hfus_mult_mol_vol,-0.005,-0.038,-0.022,-0.006,0.008,0.017,0.029,-0.0,0.003,-0.003
dev_hfus_mult_mp,0.01,-0.026,-0.007,-0.014,-0.012,-0.021,-0.013,0.014,-0.001,-0.004
dev_hfus_mult_polzbl,0.005,0.016,-0.008,0.002,-0.004,0.023,0.039,0.04,0.012,-0.015
dev_hfus_mult_therm_cond,0.012,-0.025,-0.02,-0.022,-0.012,-0.004,0.007,0.012,0.007,-0.0
dev_hfus_mult_voro_coord,0.013,-0.002,0.008,-0.012,0.007,-0.037,-0.039,0.035,0.01,0.005
dev_hfus_subs_X,-0.0,0.035,-0.01,-0.014,-0.028,-0.022,-0.004,0.004,0.009,0.04
dev_hfus_subs_atom_mass,-0.002,-0.022,0.019,-0.03,0.02,0.003,0.001,-0.0,-0.033,0.025
dev_hfus_subs_atom_rad,-0.01,-0.034,0.001,-0.03,-0.03,-0.011,-0.015,-0.012,-0.014,-0.002
dev_hfus_subs_bp,-0.0,0.033,-0.009,-0.005,0.011,-0.043,0.013,0.009,-0.038,-0.001
dev_hfus_subs_elec_aff,0.009,-0.012,0.03,0.0,0.022,0.005,0.011,-0.005,0.049,0.05
dev_hfus_subs_first_ion_en,-0.015,0.009,-0.001,-0.02,0.021,-0.003,0.007,-0.013,-0.012,0.035
dev_hfus_subs_mol_vol,-0.004,-0.032,0.054,0.006,-0.019,0.015,-0.0,0.038,-0.011,0.023
dev_hfus_subs_mp,-0.004,0.015,0.01,0.018,0.005,-0.026,-0.001,0.051,-0.018,-0.01
dev_hfus_subs_polzbl,-0.016,0.002,0.014,-0.031,-0.024,0.008,0.008,-0.006,-0.006,-0.007
dev_hfus_subs_therm_cond,0.012,-0.01,-0.01,-0.028,-0.01,0.0,-0.014,0.022,0.005,0.013
dev_hfus_subs_voro_coord,-0.014,-0.018,-0.018,-0.006,-0.003,-0.025,0.013,0.007,-0.006,0.003
dev_is_actinoid,-0.006,-0.026,0.048,0.009,-0.005,0.004,0.042,0.031,0.029,-0.012
dev_is_alkali,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dev_is_alkaline,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dev_is_halogen,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dev_is_lanthanoid,-0.01,0.024,-0.015,-0.041,-0.005,0.004,-0.013,-0.016,-0.015,-0.003
dev_is_metalloid,-0.019,-0.04,-0.005,0.01,-0.011,-0.023,0.043,-0.015,0.011,0.004
dev_is_noble_gas,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
